version,m,n,j,RTj,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5,r6,c6,j6,r7,c7,j7
gapenum2,302,7,1,40,1,27,2,0,8,54,0,6,52,0,4,44,0,5,43,0,6,42,0,7,42,0,4,41
gapenum1,303,7,1,36,9,155,5,0,7,54,0,4,51,0,7,51,0,6,48,0,4,46,0,4,43,0,4,42
gapenum2,303,7,1,36,1,27,2,0,7,54,0,4,51,0,7,51,0,6,48,0,4,46,0,4,43,0,4,42
gapenum1,304,7,1,-1,9,158,5,0,7,56,0,6,54,0,4,51,0,5,49,0,7,45,0,5,42,0,9,41
gapenum2,304,7,1,-1,1,26,2,0,7,56,0,6,54,0,4,51,0,5,49,0,7,45,0,5,42,0,9,41
gapenum1,305,7,1,-1,8,151,5,0,5,58,0,6,57,0,7,57,0,7,52,0,7,49,0,5,48,0,9,41
gapenum2,305,7,1,-1,0,25,2,0,5,58,0,6,57,0,7,57,0,7,52,0,7,49,0,5,48,0,9,41
gapenum1,307,7,1,38,10,172,6,0,7,56,0,4,50,0,4,47,0,8,47,0,7,44,0,4,42,0,4,40
gapenum2,307,7,1,38,1,31,2,0,7,56,0,4,50,0,4,47,0,8,47,0,7,44,0,4,42,0,4,40
gapenum1,308,7,1,45,9,143,5,0,8,57,0,8,57,0,6,55,0,6,55,0,8,54,0,5,49,0,4,46
gapenum2,308,7,1,45,1,26,2,0,8,57,0,8,57,0,6,55,0,6,55,0,8,54,0,5,49,0,4,46
gapenum1,312,7,1,-1,8,144,5,0,6,57,0,4,54,0,5,53,0,6,50,0,9,49,0,9,48,0,6,44
gapenum2,312,7,1,-1,1,22,2,0,6,57,0,4,54,0,5,53,0,6,50,0,9,49,0,9,48,0,6,44
gapenum1,313,7,1,-1,8,144,5,0,9,52,0,6,47,0,7,47,0,4,46,0,7,46,0,6,45,0,8,40
gapenum2,313,7,1,-1,1,22,2,0,9,52,0,6,47,0,7,47,0,4,46,0,7,46,0,6,45,0,8,40
gapenum1,314,7,1,38,9,143,5,0,5,59,0,6,59,0,6,56,0,5,48,0,5,48,0,6,48,0,5,47
gapenum2,314,7,1,38,1,26,2,0,5,59,0,6,59,0,6,56,0,5,48,0,5,48,0,6,48,0,5,47
gapenum1,316,7,1,41,9,160,5,0,7,56,0,6,54,0,6,51,0,4,49,0,5,46,0,6,46,0,7,41
gapenum2,316,7,1,41,1,27,2,0,7,56,0,6,54,0,6,51,0,4,49,0,5,46,0,6,46,0,7,41
gapenum1,317,7,1,44,8,141,7,0,5,58,0,6,55,0,4,54,0,8,49,0,8,47,0,4,46,0,9,45
gapenum2,317,7,1,44,1,23,2,0,5,58,0,6,55,0,4,54,0,8,49,0,8,47,0,4,46,0,9,45
gapenum1,318,7,1,45,8,146,5,0,7,58,0,5,55,0,8,55,0,9,54,0,4,51,0,8,50,0,4,48
gapenum2,318,7,1,45,1,23,2,0,7,58,0,5,55,0,8,55,0,9,54,0,4,51,0,8,50,0,4,48
gapenum1,320,7,1,-1,9,158,5,0,7,56,0,5,55,0,6,54,0,8,47,0,6,46,0,9,44,0,5,40
gapenum2,320,7,1,-1,1,26,2,0,7,56,0,5,55,0,6,54,0,8,47,0,6,46,0,9,44,0,5,40
gapenum1,322,7,1,43,9,160,5,0,9,57,0,4,55,0,6,55,0,5,54,0,6,54,0,4,47,0,9,43
gapenum2,322,7,1,43,1,27,2,0,9,57,0,4,55,0,6,55,0,5,54,0,6,54,0,4,47,0,9,43
gapenum1,323,7,1,-1,8,151,5,0,4,57,0,7,55,0,8,54,0,9,53,0,5,52,0,7,43,0,6,42
gapenum2,323,7,1,-1,0,25,2,0,4,57,0,7,55,0,8,54,0,9,53,0,5,52,0,7,43,0,6,42
gapenum1,324,7,1,43,8,146,5,0,5,57,0,4,52,0,4,51,0,7,50,0,7,46,0,7,46,0,9,45
gapenum2,324,7,1,43,1,23,2,0,5,57,0,4,52,0,4,51,0,7,50,0,7,46,0,7,46,0,9,45
gapenum1,326,7,1,-1,7,131,4,0,7,56,0,8,53,0,9,53,0,4,47,0,5,43,0,9,42,0,6,41
gapenum2,326,7,1,-1,0,21,2,0,7,56,0,8,53,0,9,53,0,4,47,0,5,43,0,9,42,0,6,41
gapenum1,327,7,1,42,8,113,5,0,5,56,0,7,56,0,8,56,0,6,53,0,7,52,0,4,48,0,5,47
gapenum2,327,7,1,42,1,21,2,0,5,56,0,7,56,0,8,56,0,6,53,0,7,52,0,4,48,0,5,47
gapenum1,328,7,1,41,8,146,5,0,5,58,0,6,55,0,4,54,0,8,54,0,5,46,0,5,46,0,8,46
gapenum2,328,7,1,41,1,23,2,0,5,58,0,6,55,0,4,54,0,8,54,0,5,46,0,5,46,0,8,46
gapenum1,329,7,1,41,10,172,6,0,6,58,0,9,56,0,5,55,0,6,50,0,6,45,0,4,43,0,5,42
gapenum2,329,7,1,41,1,31,2,0,6,58,0,9,56,0,5,55,0,6,50,0,6,45,0,4,43,0,5,42
gapenum1,330,7,1,42,8,146,5,0,8,59,0,4,58,0,6,57,0,6,57,0,6,53,0,4,49,0,8,49
gapenum2,330,7,1,42,1,23,2,0,8,59,0,4,58,0,6,57,0,6,57,0,6,53,0,4,49,0,8,49
gapenum1,331,7,1,-1,9,158,5,0,6,54,0,5,49,0,9,49,0,8,46,0,8,44,0,4,42,0,5,41
gapenum2,331,7,1,-1,1,26,2,0,6,54,0,5,49,0,9,49,0,8,46,0,8,44,0,4,42,0,5,41
gapenum1,333,7,1,-1,8,139,5,0,8,57,0,6,56,0,7,56,0,9,55,0,4,54,0,9,45,0,6,42
gapenum2,333,7,1,-1,1,22,2,0,8,57,0,6,56,0,7,56,0,9,55,0,4,54,0,9,45,0,6,42
gapenum1,335,7,1,-1,9,158,8,0,6,58,0,9,56,0,4,54,0,7,52,0,7,48,0,5,45,0,6,42
gapenum2,335,7,1,-1,1,26,2,0,6,58,0,9,56,0,4,54,0,7,52,0,7,48,0,5,45,0,6,42
gapenum1,336,7,1,-1,9,141,5,0,9,50,0,9,50,0,7,48,0,5,47,0,6,44,0,4,42,0,5,40
gapenum2,336,7,1,-1,1,25,2,0,9,50,0,9,50,0,7,48,0,5,47,0,6,44,0,4,42,0,5,40
gapenum1,337,7,1,-1,8,136,5,0,5,56,0,7,56,0,8,55,0,8,49,0,4,43,0,4,41,0,9,40
gapenum2,337,7,1,-1,0,25,2,0,5,56,0,7,56,0,8,55,0,8,49,0,4,43,0,4,41,0,9,40
gapenum1,338,7,1,-1,10,170,6,0,8,59,0,7,52,0,6,50,0,5,46,0,8,46,0,4,41,0,6,40
gapenum2,338,7,1,-1,1,30,2,0,8,59,0,7,52,0,6,50,0,5,46,0,8,46,0,4,41,0,6,40
gapenum1,339,7,1,-1,9,158,5,0,7,59,0,7,53,0,4,51,0,7,48,0,4,47,0,9,46,0,8,41
gapenum2,339,7,1,-1,1,26,2,0,7,59,0,7,53,0,4,51,0,7,48,0,4,47,0,9,46,0,8,41
gapenum1,340,7,1,32,9,155,5,0,4,55,0,4,47,0,4,42,0,5,41,0,4,40,0,5,40,0,6,40
gapenum2,340,7,1,32,1,27,2,0,4,55,0,4,47,0,4,42,0,5,41,0,4,40,0,5,40,0,6,40
gapenum1,341,7,1,39,10,172,6,0,5,57,0,5,51,0,8,51,0,6,49,0,4,45,0,4,41,0,7,41
gapenum2,341,7,1,39,1,31,2,0,5,57,0,5,51,0,8,51,0,6,49,0,4,45,0,4,41,0,7,41
gapenum1,343,7,1,40,9,160,5,0,5,56,0,8,54,0,5,53,0,4,51,0,6,47,0,4,43,0,8,40
gapenum2,343,7,1,40,1,27,2,0,5,56,0,8,54,0,5,53,0,4,51,0,6,47,0,4,43,0,8,40
gapenum1,344,7,1,42,9,160,19,0,7,59,0,5,55,0,6,52,0,6,51,0,9,48,0,4,46,0,5,42
gapenum2,344,7,1,42,1,27,3,0,7,59,0,5,55,0,6,52,0,6,51,0,9,48,0,4,46,0,5,42
gapenum1,345,7,1,-1,8,136,5,0,6,56,0,8,56,0,8,53,0,5,48,0,9,46,0,5,45,0,7,42
gapenum2,345,7,1,-1,0,25,2,0,6,56,0,8,56,0,8,53,0,5,48,0,9,46,0,5,45,0,7,42
gapenum1,347,7,1,-1,9,136,5,0,6,57,0,7,57,0,7,55,0,7,53,0,6,47,0,6,41,0,5,40
gapenum2,347,7,1,-1,1,25,2,0,6,57,0,7,57,0,7,55,0,7,53,0,6,47,0,6,41,0,5,40
gapenum1,348,7,1,-1,9,158,5,0,5,57,0,8,55,0,6,52,0,6,47,0,6,44,0,6,42,0,7,42
gapenum2,348,7,1,-1,1,26,2,0,5,57,0,8,55,0,6,52,0,6,47,0,6,44,0,6,42,0,7,42
gapenum1,349,7,1,42,7,114,4,0,4,53,0,5,51,0,7,51,0,4,50,0,6,50,0,8,48,0,8,48
gapenum2,349,7,1,42,1,19,2,0,4,53,0,5,51,0,7,51,0,4,50,0,6,50,0,8,48,0,8,48
gapenum1,350,7,1,-1,8,136,5,0,5,57,0,6,57,0,7,56,0,6,55,0,6,43,0,7,41,0,8,40
gapenum2,350,7,1,-1,0,25,2,0,5,57,0,6,57,0,7,56,0,6,55,0,6,43,0,7,41,0,8,40
gapenum1,351,7,1,-1,9,158,6,0,4,58,0,6,57,0,7,56,0,6,51,0,8,50,0,7,42,0,6,41
gapenum2,351,7,1,-1,1,26,2,0,4,58,0,6,57,0,7,56,0,6,51,0,8,50,0,7,42,0,6,41
gapenum1,354,7,1,-1,9,153,6,0,9,57,0,7,56,0,5,52,0,8,49,0,5,44,0,7,43,0,5,40
gapenum2,354,7,1,-1,1,26,3,0,9,57,0,7,56,0,5,52,0,8,49,0,5,44,0,7,43,0,5,40
gapenum1,355,7,1,-1,10,151,12,0,4,58,0,6,58,0,9,53,0,7,52,0,4,48,0,5,47,0,7,40
gapenum2,355,7,1,-1,1,29,5,0,4,58,0,6,58,0,9,53,0,7,52,0,4,48,0,5,47,0,7,40
gapenum1,357,7,1,38,10,172,8,0,4,59,0,4,58,0,5,54,0,7,47,0,4,43,0,6,42,0,8,40
gapenum2,357,7,1,38,1,31,4,0,4,59,0,4,58,0,5,54,0,7,47,0,4,43,0,6,42,0,8,40
gapenum1,362,7,1,-1,9,158,5,0,6,57,0,6,56,0,8,56,0,6,48,0,8,48,0,4,42,0,6,41
gapenum2,362,7,1,-1,1,26,2,0,6,57,0,6,56,0,8,56,0,6,48,0,8,48,0,4,42,0,6,41
gapenum1,363,7,1,-1,9,158,10,0,7,58,0,5,57,0,8,57,0,5,49,0,9,47,0,9,46,0,5,43
gapenum2,363,7,1,-1,1,26,2,0,7,58,0,5,57,0,8,57,0,5,49,0,9,47,0,9,46,0,5,43
gapenum1,364,7,1,49,9,159,5,0,4,59,0,5,58,0,7,56,0,8,51,0,5,50,0,7,50,0,5,40
gapenum2,364,7,1,49,2,45,3,0,4,59,0,5,58,0,7,56,0,8,51,0,5,50,0,7,50,0,5,40
gapenum1,365,7,1,39,9,160,5,0,8,59,0,6,58,0,4,56,0,4,47,0,5,47,0,5,44,0,7,43
gapenum2,365,7,1,39,1,27,2,0,8,59,0,6,58,0,4,56,0,4,47,0,5,47,0,5,44,0,7,43
gapenum1,367,7,1,43,8,146,5,0,6,54,0,4,52,0,7,52,0,9,50,0,4,48,0,7,48,0,6,45
gapenum2,367,7,1,43,1,23,2,0,6,54,0,4,52,0,7,52,0,9,50,0,4,48,0,7,48,0,6,45
gapenum1,368,7,1,-1,9,158,5,0,8,59,0,7,58,0,5,56,0,4,54,0,6,51,0,9,44,0,6,40
gapenum2,368,7,1,-1,1,26,2,0,8,59,0,7,58,0,5,56,0,4,54,0,6,51,0,9,44,0,6,40
gapenum1,370,7,1,-1,9,158,6,0,9,57,0,4,56,0,7,56,0,5,55,0,5,52,0,6,45,0,9,41
gapenum2,370,7,1,-1,1,26,2,0,9,57,0,4,56,0,7,56,0,5,55,0,5,52,0,6,45,0,9,41
gapenum1,372,7,1,-1,9,158,7,0,9,58,0,6,56,0,5,50,0,6,47,0,7,47,0,6,46,0,8,41
gapenum2,372,7,1,-1,1,26,2,0,9,58,0,6,56,0,5,50,0,6,47,0,7,47,0,6,46,0,8,41
gapenum1,373,7,1,-1,9,158,6,0,7,59,0,9,56,0,6,52,0,6,48,0,6,46,0,8,44,0,4,42
gapenum2,373,7,1,-1,1,26,2,0,7,59,0,9,56,0,6,52,0,6,48,0,6,46,0,8,44,0,4,42
gapenum1,374,7,1,-1,9,158,5,0,8,58,0,8,53,0,5,50,0,8,48,0,8,47,0,6,42,0,5,41
gapenum2,374,7,1,-1,1,26,3,0,8,58,0,8,53,0,5,50,0,8,48,0,8,47,0,6,42,0,5,41
gapenum1,375,7,1,-1,8,144,5,0,9,59,0,8,57,0,6,54,0,6,53,0,7,52,0,7,51,0,9,44
gapenum2,375,7,1,-1,1,22,3,0,9,59,0,8,57,0,6,54,0,6,53,0,7,52,0,7,51,0,9,44
gapenum1,376,7,1,38,8,141,6,0,5,59,0,4,56,0,4,56,0,5,56,0,5,55,0,9,46,0,6,44
gapenum2,376,7,1,38,1,23,2,0,5,59,0,4,56,0,4,56,0,5,56,0,5,55,0,9,46,0,6,44
gapenum1,381,7,1,-1,8,129,8,0,4,57,0,7,57,0,6,50,0,8,50,0,4,49,0,7,46,0,9,44
gapenum2,381,7,1,-1,1,21,4,0,4,57,0,7,57,0,6,50,0,8,50,0,4,49,0,7,46,0,9,44
gapenum1,382,7,1,-1,9,141,5,0,6,59,0,8,59,0,7,55,0,5,53,0,6,51,0,8,48,0,6,43
gapenum2,382,7,1,-1,1,25,2,0,6,59,0,8,59,0,7,55,0,5,53,0,6,51,0,8,48,0,6,43
gapenum1,384,7,1,-1,8,139,5,0,7,55,0,7,53,0,5,46,0,5,45,0,7,43,0,8,41,0,7,40
gapenum2,384,7,1,-1,1,22,2,0,7,55,0,7,53,0,5,46,0,5,45,0,7,43,0,8,41,0,7,40
gapenum1,385,7,1,-1,9,153,5,0,6,58,0,4,55,0,8,54,0,7,52,0,6,46,0,4,43,0,7,41
gapenum2,385,7,1,-1,1,26,2,0,6,58,0,4,55,0,8,54,0,7,52,0,6,46,0,4,43,0,7,41
gapenum1,387,7,1,38,9,160,8,0,8,51,0,4,48,0,4,47,0,9,47,0,4,44,0,5,44,0,4,41
gapenum2,387,7,1,38,1,27,2,0,8,51,0,4,48,0,4,47,0,9,47,0,4,44,0,5,44,0,4,41
gapenum1,388,7,1,-1,9,158,5,0,5,59,0,6,55,0,8,54,0,6,53,0,5,46,0,6,43,0,7,42
gapenum2,388,7,1,-1,1,26,2,0,5,59,0,6,55,0,8,54,0,6,53,0,5,46,0,6,43,0,7,42
gapenum1,389,7,1,40,10,172,6,0,7,58,0,8,48,0,6,47,0,5,46,0,5,43,0,5,42,0,4,40
gapenum2,389,7,1,40,1,31,2,0,7,58,0,8,48,0,6,47,0,5,46,0,5,43,0,5,42,0,4,40
gapenum1,390,7,1,-1,8,151,5,0,8,59,0,7,58,0,8,58,0,4,52,0,9,46,0,8,44,0,6,42
gapenum2,390,7,1,-1,0,25,2,0,8,59,0,7,58,0,8,58,0,4,52,0,9,46,0,8,44,0,6,42
gapenum1,391,7,1,-1,9,158,5,0,8,55,0,5,54,0,9,49,0,8,45,0,4,43,0,5,43,0,5,43
gapenum2,391,7,1,-1,1,26,2,0,8,55,0,5,54,0,9,49,0,8,45,0,4,43,0,5,43,0,5,43
gapenum1,392,7,1,-1,9,158,5,0,9,56,0,4,51,0,7,49,0,7,48,0,6,46,0,4,42,0,7,40
gapenum2,392,7,1,-1,1,26,2,0,9,56,0,4,51,0,7,49,0,7,48,0,6,46,0,4,42,0,7,40
gapenum1,393,7,1,-1,7,131,4,0,5,58,0,4,52,0,6,51,0,7,50,0,7,49,0,8,49,0,9,41
gapenum2,393,7,1,-1,0,21,2,0,5,58,0,4,52,0,6,51,0,7,50,0,7,49,0,8,49,0,9,41
gapenum1,394,7,1,-1,7,136,4,0,9,54,0,9,53,0,8,49,0,5,48,0,5,44,0,8,43,0,7,42
gapenum2,394,7,1,-1,0,21,2,0,9,54,0,9,53,0,8,49,0,5,48,0,5,44,0,8,43,0,7,42
gapenum1,395,7,1,41,9,160,5,0,5,55,0,9,54,0,4,44,0,5,44,0,8,44,0,5,42,0,5,42
gapenum2,395,7,1,41,1,27,2,0,5,55,0,9,54,0,4,44,0,5,44,0,8,44,0,5,42,0,5,42
gapenum1,397,7,1,-1,9,158,5,0,5,59,0,4,57,0,8,57,0,6,56,0,4,52,0,6,46,0,9,41
gapenum2,397,7,1,-1,1,26,2,0,5,59,0,4,57,0,8,57,0,6,56,0,4,52,0,6,46,0,9,41
gapenum1,398,7,1,-1,9,158,5,0,9,56,0,5,46,0,8,45,0,5,43,0,4,42,0,7,41,0,7,41
gapenum2,398,7,1,-1,1,26,2,0,9,56,0,5,46,0,8,45,0,5,43,0,4,42,0,7,41,0,7,41
gapenum1,399,7,1,41,8,146,5,0,5,55,0,5,53,0,6,52,0,7,51,0,5,50,0,8,50,0,5,48
gapenum2,399,7,1,41,1,23,2,0,5,55,0,5,53,0,6,52,0,7,51,0,5,50,0,8,50,0,5,48
gapenum1,401,7,1,-1,9,158,5,0,9,55,0,9,54,0,4,49,0,6,47,0,8,46,0,8,45,0,4,42
gapenum2,401,7,1,-1,1,26,2,0,9,55,0,9,54,0,4,49,0,6,47,0,8,46,0,8,45,0,4,42
gapenum1,402,7,1,-1,8,139,5,0,9,54,0,8,52,0,5,48,0,7,45,0,6,42,0,6,42,0,7,41
gapenum2,402,7,1,-1,1,22,2,0,9,54,0,8,52,0,5,48,0,7,45,0,6,42,0,6,42,0,7,41
gapenum1,403,7,1,-1,8,144,5,0,5,55,0,5,54,0,7,51,0,8,48,0,6,46,0,7,43,0,7,43
gapenum2,403,7,1,-1,1,22,2,0,5,55,0,5,54,0,7,51,0,8,48,0,6,46,0,7,43,0,7,43
gapenum1,405,7,1,-1,8,139,5,0,7,53,0,6,52,0,7,51,0,7,48,0,7,47,0,4,44,0,6,43
gapenum2,405,7,1,-1,1,22,2,0,7,53,0,6,52,0,7,51,0,7,48,0,7,47,0,4,44,0,6,43
gapenum1,406,7,1,-1,10,165,6,0,9,59,0,5,58,0,8,56,0,6,45,0,5,44,0,4,40,0,4,40
gapenum2,406,7,1,-1,1,30,2,0,9,59,0,5,58,0,8,56,0,6,45,0,5,44,0,4,40,0,4,40
gapenum1,408,7,1,-1,9,158,5,0,8,56,0,6,55,0,7,54,0,5,52,0,9,52,0,9,46,0,4,42
gapenum2,408,7,1,-1,1,26,2,0,8,56,0,6,55,0,7,54,0,5,52,0,9,52,0,9,46,0,4,42
gapenum1,409,7,1,44,8,141,5,0,4,58,0,8,53,0,9,52,0,4,49,0,6,49,0,6,49,0,7,45
gapenum2,409,7,1,44,1,23,2,0,4,58,0,8,53,0,9,52,0,4,49,0,6,49,0,6,49,0,7,45
gapenum1,410,7,1,40,9,143,5,0,4,59,0,7,59,0,6,54,0,6,51,0,5,49,0,5,47,0,7,45
gapenum2,410,7,1,40,1,26,2,0,4,59,0,7,59,0,6,54,0,6,51,0,5,49,0,5,47,0,7,45
gapenum1,411,7,1,-1,7,113,4,0,5,58,0,8,57,0,9,57,0,4,54,0,8,54,0,9,54,0,9,51
gapenum2,411,7,1,-1,1,18,2,0,5,58,0,8,57,0,9,57,0,4,54,0,8,54,0,9,54,0,9,51
gapenum1,412,7,1,35,9,160,5,0,8,57,0,4,55,0,4,53,0,4,50,0,5,49,0,5,43,0,5,43
gapenum2,412,7,1,35,1,27,2,0,8,57,0,4,55,0,4,53,0,4,50,0,5,49,0,5,43,0,5,43
gapenum1,413,7,1,41,9,160,5,0,7,55,0,8,54,0,4,52,0,6,50,0,6,46,0,5,45,0,5,41
gapenum2,413,7,1,41,1,27,2,0,7,55,0,8,54,0,4,52,0,6,50,0,6,46,0,5,45,0,5,41
gapenum1,414,7,1,-1,8,144,5,0,8,58,0,8,57,0,7,55,0,4,51,0,6,50,0,8,47,0,9,43
gapenum2,414,7,1,-1,1,22,2,0,8,58,0,8,57,0,7,55,0,4,51,0,6,50,0,8,47,0,9,43
gapenum1,416,7,1,-1,9,158,5,0,8,56,0,4,55,0,5,54,0,4,53,0,9,50,0,9,42,0,4,40
gapenum2,416,7,1,-1,1,26,2,0,8,56,0,4,55,0,5,54,0,4,53,0,9,50,0,9,42,0,4,40
gapenum1,417,7,1,40,9,160,5,0,5,58,0,4,52,0,4,45,0,7,45,0,7,45,0,8,41,0,5,40
gapenum2,417,7,1,40,1,27,2,0,5,58,0,4,52,0,4,45,0,7,45,0,7,45,0,8,41,0,5,40
gapenum1,418,7,1,-1,9,158,5,0,9,58,0,5,57,0,8,57,0,5,55,0,7,50,0,5,43,0,7,42
gapenum2,418,7,1,-1,1,26,2,0,9,58,0,5,57,0,8,57,0,5,55,0,7,50,0,5,43,0,7,42
gapenum1,419,7,1,-1,9,141,5,0,7,56,0,8,56,0,4,55,0,7,54,0,5,53,0,8,43,0,4,40
gapenum2,419,7,1,-1,2,35,3,0,7,56,0,8,56,0,4,55,0,7,54,0,5,53,0,8,43,0,4,40
gapenum1,420,7,1,-1,8,144,5,0,7,51,0,7,46,0,9,45,0,4,44,0,4,43,0,7,43,0,9,41
gapenum2,420,7,1,-1,1,22,2,0,7,51,0,7,46,0,9,45,0,4,44,0,4,43,0,7,43,0,9,41
gapenum1,421,7,1,-1,9,158,5,0,7,59,0,6,50,0,5,47,0,6,44,0,5,43,0,7,42,0,9,40
gapenum2,421,7,1,-1,1,26,2,0,7,59,0,6,50,0,5,47,0,6,44,0,5,43,0,7,42,0,9,40
gapenum1,422,7,1,-1,9,158,5,0,8,55,0,6,53,0,7,51,0,9,50,0,4,47,0,6,46,0,7,40
gapenum2,422,7,1,-1,1,26,2,0,8,55,0,6,53,0,7,51,0,9,50,0,4,47,0,6,46,0,7,40
gapenum1,423,7,1,-1,9,158,5,0,5,58,0,7,57,0,4,49,0,5,47,0,9,44,0,5,41,0,7,40
gapenum2,423,7,1,-1,1,26,2,0,5,58,0,7,57,0,4,49,0,5,47,0,9,44,0,5,41,0,7,40
gapenum1,424,7,1,-1,8,139,5,0,8,54,0,6,53,0,7,47,0,8,47,0,4,43,0,5,41,0,9,40
gapenum2,424,7,1,-1,1,22,2,0,8,54,0,6,53,0,7,47,0,8,47,0,4,43,0,5,41,0,9,40
gapenum1,425,7,1,-1,10,170,6,0,8,59,0,5,54,0,8,54,0,6,52,0,5,51,0,7,41,0,5,40
gapenum2,425,7,1,-1,1,30,2,0,8,59,0,5,54,0,8,54,0,6,52,0,5,51,0,7,41,0,5,40
gapenum1,426,7,1,40,9,160,5,0,6,59,0,5,56,0,8,48,0,4,47,0,6,47,0,4,46,0,7,44
gapenum2,426,7,1,40,1,27,2,0,6,59,0,5,56,0,8,48,0,4,47,0,6,47,0,4,46,0,7,44
gapenum1,429,7,1,-1,8,124,5,0,4,54,0,4,54,0,9,50,0,4,48,0,9,48,0,7,47,0,6,40
gapenum2,429,7,1,-1,2,35,2,0,4,54,0,4,54,0,9,50,0,4,48,0,9,48,0,7,47,0,6,40
gapenum1,430,7,1,-1,8,144,5,0,7,59,0,4,58,0,9,58,0,7,56,0,8,56,0,7,54,0,4,44
gapenum2,430,7,1,-1,2,38,2,0,7,59,0,4,58,0,9,58,0,7,56,0,8,56,0,7,54,0,4,44
gapenum1,432,7,1,-1,9,158,5,0,4,54,0,4,53,0,6,52,0,9,48,0,8,47,0,5,45,0,7,41
gapenum2,432,7,1,-1,1,26,2,0,4,54,0,4,53,0,6,52,0,9,48,0,8,47,0,5,45,0,7,41
gapenum1,433,7,1,-1,9,158,5,0,6,59,0,8,54,0,4,53,0,5,50,0,6,50,0,6,49,0,7,40
gapenum2,433,7,1,-1,2,44,3,0,6,59,0,8,54,0,4,53,0,5,50,0,6,50,0,6,49,0,7,40
gapenum1,434,7,1,-1,9,158,5,0,5,59,0,4,48,0,6,44,0,5,41,0,8,41,0,9,41,0,6,40
gapenum2,434,7,1,-1,1,26,2,0,5,59,0,4,48,0,6,44,0,5,41,0,8,41,0,9,41,0,6,40
gapenum1,435,7,1,-1,9,158,5,0,4,59,0,9,57,0,9,54,0,4,51,0,8,51,0,6,45,0,7,45
gapenum2,435,7,1,-1,1,26,2,0,4,59,0,9,57,0,9,54,0,4,51,0,8,51,0,6,45,0,7,45
gapenum1,436,7,1,41,7,114,4,0,4,58,0,4,57,0,8,57,0,4,52,0,8,51,0,4,50,0,9,50
gapenum2,436,7,1,41,1,19,2,0,4,58,0,4,57,0,8,57,0,4,52,0,8,51,0,4,50,0,9,50
gapenum1,437,7,1,-1,8,144,5,0,5,54,0,7,53,0,6,50,0,7,48,0,4,46,0,7,40,0,8,40
gapenum2,437,7,1,-1,1,22,2,0,5,54,0,7,53,0,6,50,0,7,48,0,4,46,0,7,40,0,8,40
gapenum1,438,7,1,41,9,155,5,0,4,59,0,5,54,0,6,51,0,9,47,0,7,45,0,6,43,0,4,42
gapenum2,438,7,1,41,1,27,2,0,4,59,0,5,54,0,6,51,0,9,47,0,7,45,0,6,43,0,4,42
gapenum1,439,7,1,41,9,155,5,0,7,59,0,6,51,0,6,50,0,4,46,0,9,46,0,5,43,0,4,41
gapenum2,439,7,1,41,1,27,2,0,7,59,0,6,51,0,6,50,0,4,46,0,9,46,0,5,43,0,4,41
gapenum1,441,7,1,40,9,160,5,0,6,56,0,6,55,0,6,50,0,4,48,0,5,41,0,5,40,0,8,40
gapenum2,441,7,1,40,1,27,2,0,6,56,0,6,55,0,6,50,0,4,48,0,5,41,0,5,40,0,8,40
gapenum1,442,7,1,42,9,160,5,0,6,59,0,7,55,0,6,52,0,4,51,0,5,47,0,7,44,0,7,44
gapenum2,442,7,1,42,1,27,2,0,6,59,0,7,55,0,6,52,0,4,51,0,5,47,0,7,44,0,7,44
gapenum1,443,7,1,-1,8,144,5,0,5,53,0,6,51,0,7,50,0,8,49,0,4,46,0,8,45,0,8,42
gapenum2,443,7,1,-1,1,22,2,0,5,53,0,6,51,0,7,50,0,8,49,0,4,46,0,8,45,0,8,42
gapenum1,446,7,1,-1,9,158,5,0,4,58,0,6,55,0,6,53,0,6,50,0,7,46,0,8,45,0,5,40
gapenum2,446,7,1,-1,1,26,2,0,4,58,0,6,55,0,6,53,0,6,50,0,7,46,0,8,45,0,5,40
gapenum1,447,7,1,-1,9,153,5,0,6,59,0,9,53,0,8,50,0,6,47,0,5,45,0,5,45,0,6,43
gapenum2,447,7,1,-1,1,26,2,0,6,59,0,9,53,0,8,50,0,6,47,0,5,45,0,5,45,0,6,43
gapenum1,448,7,1,47,7,101,4,0,8,55,0,9,55,0,4,53,0,8,53,0,4,52,0,5,51,0,9,47
gapenum2,448,7,1,47,1,18,2,0,8,55,0,9,55,0,4,53,0,8,53,0,4,52,0,5,51,0,9,47
gapenum1,449,7,1,-1,9,141,5,0,6,55,0,8,55,0,8,50,0,4,45,0,7,44,0,4,40,0,7,40
gapenum2,449,7,1,-1,1,25,2,0,6,55,0,8,55,0,8,50,0,4,45,0,7,44,0,4,40,0,7,40
gapenum1,450,7,1,-1,9,158,5,0,9,58,0,5,55,0,8,53,0,9,50,0,8,48,0,4,44,0,4,44
gapenum2,450,7,1,-1,1,26,2,0,9,58,0,5,55,0,8,53,0,9,50,0,8,48,0,4,44,0,4,44
gapenum1,452,7,1,45,8,146,5,0,6,59,0,7,55,0,5,53,0,6,53,0,8,49,0,8,49,0,5,47
gapenum2,452,7,1,45,1,23,2,0,6,59,0,7,55,0,5,53,0,6,53,0,8,49,0,8,49,0,5,47
gapenum1,453,7,1,42,9,160,5,0,6,58,0,8,55,0,5,49,0,5,48,0,7,47,0,4,45,0,7,43
