version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5
gap_enum1,269,5,4,9,2,7,2,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum2,269,5,4,9,1,4,1,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum1,269,5,3,16,4,33,3,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum2,269,5,3,16,1,11,2,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum1,269,5,2,21,5,48,3,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum2,269,5,2,21,1,14,2,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum1,269,5,1,28,7,91,4,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum2,269,5,1,28,1,21,2,0,7,54,0,5,49,0,7,46,0,4,45,0,5,40
gap_enum1,270,5,5,7,1,1,1,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum2,270,5,5,7,1,1,1,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum1,270,5,4,12,2,10,2,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum2,270,5,4,12,1,4,1,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum1,270,5,3,18,3,22,2,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum2,270,5,3,18,1,7,2,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum1,270,5,2,27,6,62,3,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum2,270,5,2,27,1,18,2,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum1,270,5,1,34,7,91,4,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum2,270,5,1,34,1,21,2,0,7,57,0,9,55,0,6,46,0,5,44,0,7,41
gap_enum1,271,5,5,8,1,1,1,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum2,271,5,5,8,1,1,1,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum1,271,5,4,13,2,10,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum2,271,5,4,13,1,4,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum1,271,5,3,19,3,22,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum2,271,5,3,19,1,7,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum1,271,5,2,25,5,53,3,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum2,271,5,2,25,1,14,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum1,271,5,1,32,7,91,4,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum2,271,5,1,32,1,21,2,0,7,55,0,6,52,0,6,47,0,5,45,0,8,41
gap_enum1,272,5,5,5,1,1,1,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum2,272,5,5,5,1,1,1,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum1,272,5,4,12,2,10,2,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum2,272,5,4,12,1,4,1,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum1,272,5,3,19,4,33,2,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum2,272,5,3,19,1,11,2,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum1,272,5,2,26,6,62,3,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum2,272,5,2,26,1,18,2,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum1,272,5,1,33,7,91,6,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum2,272,5,1,33,1,21,2,0,7,56,0,7,55,0,7,51,0,7,44,0,5,41
gap_enum1,273,5,5,4,1,1,1,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum2,273,5,5,4,1,1,1,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum1,273,5,4,11,2,10,2,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum2,273,5,4,11,1,4,1,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum1,273,5,3,16,3,19,2,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum2,273,5,3,16,1,7,2,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum1,273,5,2,25,5,53,3,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum2,273,5,2,25,1,14,2,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum1,273,5,1,31,7,91,4,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum2,273,5,1,31,1,21,2,0,6,57,0,9,50,0,5,46,0,7,43,0,4,42
gap_enum1,274,5,5,9,1,1,1,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum2,274,5,5,9,1,1,1,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum1,274,5,4,18,2,10,2,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum2,274,5,4,18,1,4,1,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum1,274,5,3,23,3,22,2,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum2,274,5,3,23,1,7,2,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum1,274,5,2,31,5,53,3,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum2,274,5,2,31,1,14,2,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum1,274,5,1,39,6,80,4,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum2,274,5,1,39,1,17,2,0,8,54,0,8,53,0,5,48,0,9,43,0,9,41
gap_enum1,275,5,5,4,1,1,1,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum2,275,5,5,4,1,1,1,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum1,275,5,4,8,2,10,2,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum2,275,5,4,8,1,4,1,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum1,275,5,3,13,3,19,2,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum2,275,5,3,13,1,7,2,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum1,275,5,2,20,6,62,3,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum2,275,5,2,20,1,18,2,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum1,275,5,1,28,7,91,4,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum2,275,5,1,28,1,21,2,0,8,57,0,7,55,0,5,49,0,4,46,0,4,45
gap_enum1,276,5,5,6,1,1,1,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum2,276,5,5,6,1,1,1,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum1,276,5,4,15,2,10,2,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum2,276,5,4,15,1,4,1,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum1,276,5,3,23,4,33,3,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum2,276,5,3,23,1,11,2,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum1,276,5,2,27,5,44,3,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum2,276,5,2,27,1,13,2,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum1,276,5,1,32,6,80,3,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum2,276,5,1,32,1,17,2,0,5,54,0,4,51,0,8,51,0,9,48,0,6,43
gap_enum1,277,5,5,8,1,1,1,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum2,277,5,5,8,1,1,1,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum1,277,5,4,12,2,10,2,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum2,277,5,4,12,1,4,1,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum1,277,5,3,17,3,22,2,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum2,277,5,3,17,1,7,2,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum1,277,5,2,23,5,53,3,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum2,277,5,2,23,1,14,2,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum1,277,5,1,29,6,75,3,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum2,277,5,1,29,1,17,2,0,6,58,0,6,55,0,5,50,0,4,49,0,8,46
gap_enum1,278,5,5,6,1,1,1,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum2,278,5,5,6,1,1,1,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum1,278,5,4,10,2,4,2,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum2,278,5,4,10,1,3,1,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum1,278,5,3,18,4,33,3,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum2,278,5,3,18,1,11,2,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum1,278,5,2,26,6,62,3,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum2,278,5,2,26,1,18,2,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum1,278,5,1,34,7,78,4,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum2,278,5,1,34,1,20,2,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gap_enum1,279,5,5,8,1,1,1,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum2,279,5,5,8,1,1,1,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum1,279,5,4,17,2,10,2,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum2,279,5,4,17,1,4,1,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum1,279,5,3,22,3,22,2,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum2,279,5,3,22,1,7,2,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum1,279,5,2,31,4,38,3,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum2,279,5,2,31,1,10,2,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum1,279,5,1,39,5,56,3,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum2,279,5,1,39,1,13,2,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gap_enum1,280,5,5,7,1,1,1,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum2,280,5,5,7,1,1,1,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum1,280,5,4,14,2,4,2,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum2,280,5,4,14,1,3,1,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum1,280,5,3,23,3,22,2,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum2,280,5,3,23,1,7,2,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum1,280,5,2,30,5,53,3,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum2,280,5,2,30,1,14,2,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum1,280,5,1,35,6,80,4,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum2,280,5,1,35,1,17,2,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gap_enum1,281,5,5,5,1,1,1,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum2,281,5,5,5,1,1,1,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum1,281,5,4,14,2,10,2,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum2,281,5,4,14,1,4,1,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum1,281,5,3,21,4,33,3,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum2,281,5,3,21,1,11,2,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum1,281,5,2,27,5,53,3,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum2,281,5,2,27,1,14,2,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum1,281,5,1,34,7,91,4,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum2,281,5,1,34,1,21,2,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gap_enum1,282,5,5,8,1,1,1,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum2,282,5,5,8,1,1,1,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum1,282,5,4,14,2,10,2,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum2,282,5,4,14,1,4,1,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum1,282,5,3,19,3,17,2,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum2,282,5,3,19,1,6,2,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum1,282,5,2,27,4,35,3,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum2,282,5,2,27,1,10,9,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum1,282,5,1,35,6,80,24,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum2,282,5,1,35,1,17,16,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gap_enum1,283,5,5,4,1,1,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum2,283,5,5,4,1,1,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum1,283,5,4,9,2,10,3,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum2,283,5,4,9,1,4,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum1,283,5,3,13,4,33,3,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum2,283,5,3,13,1,11,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum1,283,5,2,18,6,62,4,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum2,283,5,2,18,1,18,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum1,283,5,1,22,7,78,4,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum2,283,5,1,22,1,20,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gap_enum1,284,5,5,6,1,1,14,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum2,284,5,5,6,1,1,1,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum1,284,5,4,15,2,7,2,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum2,284,5,4,15,1,4,1,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum1,284,5,3,19,3,14,2,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum2,284,5,3,19,1,6,2,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum1,284,5,2,27,5,53,3,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum2,284,5,2,27,1,14,2,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum1,284,5,1,36,6,75,4,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum2,284,5,1,36,1,17,2,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gap_enum1,285,5,5,8,1,1,1,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum2,285,5,5,8,1,1,1,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum1,285,5,4,12,2,10,2,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum2,285,5,4,12,1,4,1,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum1,285,5,3,20,3,22,2,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum2,285,5,3,20,1,7,2,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum1,285,5,2,26,4,31,3,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum2,285,5,2,26,1,9,2,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum1,285,5,1,30,5,59,3,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum2,285,5,1,30,1,13,2,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gap_enum1,286,5,5,9,1,1,1,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum2,286,5,5,9,1,1,1,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum1,286,5,4,17,2,10,2,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum2,286,5,4,17,1,4,1,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum1,286,5,3,26,3,22,2,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum2,286,5,3,26,1,7,2,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum1,286,5,2,34,4,35,3,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum2,286,5,2,34,1,10,2,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum1,286,5,1,41,6,80,3,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum2,286,5,1,41,1,17,2,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gap_enum1,287,5,5,9,1,1,1,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum2,287,5,5,9,1,1,1,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum1,287,5,4,17,2,10,2,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum2,287,5,4,17,1,4,1,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum1,287,5,3,21,3,22,2,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum2,287,5,3,21,1,7,2,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum1,287,5,2,28,4,38,3,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum2,287,5,2,28,1,10,2,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum1,287,5,1,34,6,80,4,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum2,287,5,1,34,1,17,2,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gap_enum1,288,5,5,8,1,1,1,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum2,288,5,5,8,1,1,1,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum1,288,5,4,14,2,10,2,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum2,288,5,4,14,1,4,1,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum1,288,5,3,20,4,33,3,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum2,288,5,3,20,1,11,2,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum1,288,5,2,29,5,53,3,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum2,288,5,2,29,1,14,2,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum1,288,5,1,38,7,91,4,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum2,288,5,1,38,1,21,2,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gap_enum1,289,5,5,8,1,1,1,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum2,289,5,5,8,1,1,1,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum1,289,5,4,12,2,10,2,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum2,289,5,4,12,1,4,1,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum1,289,5,3,20,3,22,2,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum2,289,5,3,20,1,7,4,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum1,289,5,2,28,6,62,3,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum2,289,5,2,28,1,18,2,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum1,289,5,1,36,7,91,4,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum2,289,5,1,36,1,21,2,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gap_enum1,290,5,5,7,1,1,1,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum2,290,5,5,7,1,1,1,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum1,290,5,4,12,2,10,2,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum2,290,5,4,12,1,4,1,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum1,290,5,3,19,5,33,3,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum2,290,5,3,19,2,12,2,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum1,290,5,2,23,6,62,3,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum2,290,5,2,23,2,19,2,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum1,290,5,1,30,7,91,4,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum2,290,5,1,30,2,26,2,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gap_enum1,291,5,5,8,1,1,1,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum2,291,5,5,8,1,1,1,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum1,291,5,4,15,2,10,2,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum2,291,5,4,15,1,4,1,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum1,291,5,3,24,3,22,2,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum2,291,5,3,24,1,7,2,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum1,291,5,2,28,5,53,3,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum2,291,5,2,28,1,14,2,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum1,291,5,1,34,6,80,4,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum2,291,5,1,34,1,17,2,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gap_enum1,292,5,5,6,1,1,1,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum2,292,5,5,6,1,1,1,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum1,292,5,4,15,2,10,2,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum2,292,5,4,15,1,4,1,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum1,292,5,3,23,3,17,2,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum2,292,5,3,23,1,6,2,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum1,292,5,2,28,4,35,3,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum2,292,5,2,28,1,10,2,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum1,292,5,1,33,7,91,4,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum2,292,5,1,33,1,21,2,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gap_enum1,293,5,5,7,1,1,1,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum2,293,5,5,7,1,1,1,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum1,293,5,4,11,2,10,2,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum2,293,5,4,11,1,4,1,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum1,293,5,3,19,3,19,2,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum2,293,5,3,19,1,7,2,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum1,293,5,2,25,5,48,3,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum2,293,5,2,25,1,14,2,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum1,293,5,1,32,7,91,4,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum2,293,5,1,32,1,21,2,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gap_enum1,294,5,5,4,1,1,1,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum2,294,5,5,4,1,1,1,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum1,294,5,4,12,3,10,2,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum2,294,5,4,12,2,5,2,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum1,294,5,3,16,4,33,3,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum2,294,5,3,16,2,12,2,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum1,294,5,2,20,5,53,3,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum2,294,5,2,20,2,19,2,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum1,294,5,1,28,7,91,4,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum2,294,5,1,28,2,32,2,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gap_enum1,295,5,5,5,1,1,1,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum2,295,5,5,5,1,1,1,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum1,295,5,4,9,2,10,2,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum2,295,5,4,9,1,4,1,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum1,295,5,3,16,4,33,3,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum2,295,5,3,16,1,11,2,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum1,295,5,2,20,5,48,3,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum2,295,5,2,20,1,14,2,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum1,295,5,1,24,7,86,4,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum2,295,5,1,24,1,21,2,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gap_enum1,296,5,5,6,1,1,1,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
gap_enum2,296,5,5,6,1,1,1,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
gap_enum1,296,5,4,14,2,10,2,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
gap_enum2,296,5,4,14,1,4,1,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
gap_enum1,296,5,3,21,4,33,2,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
