version,m,n,j,RTj,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3,r4,c4,j4,r5,c5,j5
gapenum2,278,5,1,34,1,20,2,0,8,55,0,8,55,0,8,49,0,4,42,0,6,42
gapenum1,279,5,1,39,5,56,3,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gapenum2,279,5,1,39,1,13,2,0,8,53,0,9,51,0,5,49,0,9,47,0,8,45
gapenum1,280,5,1,35,6,80,4,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gapenum2,280,5,1,35,1,17,2,0,5,59,0,7,55,0,9,53,0,7,47,0,7,47
gapenum1,281,5,1,34,7,91,4,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gapenum2,281,5,1,34,1,21,2,0,7,59,0,6,57,0,7,54,0,9,45,0,5,44
gapenum1,282,5,1,35,6,80,24,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gapenum2,282,5,1,35,1,17,16,0,8,50,0,8,49,0,5,44,0,6,44,0,8,41
gapenum1,283,5,1,22,7,78,4,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gapenum2,283,5,1,22,1,20,2,0,4,57,0,5,57,0,4,50,0,5,46,0,4,45
gapenum1,284,5,1,36,6,75,4,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gapenum2,284,5,1,36,1,17,2,0,9,58,0,8,54,0,4,49,0,9,49,0,6,43
gapenum1,285,5,1,30,5,59,3,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gapenum2,285,5,1,30,1,13,2,0,4,54,0,6,51,0,8,51,0,4,49,0,8,47
gapenum1,286,5,1,41,6,80,3,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gapenum2,286,5,1,41,1,17,2,0,7,59,0,8,55,0,9,54,0,8,53,0,9,46
gapenum1,287,5,1,34,6,80,4,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gapenum2,287,5,1,34,1,17,2,0,6,54,0,7,46,0,4,44,0,8,43,0,9,41
gapenum1,288,5,1,38,7,91,4,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gapenum2,288,5,1,38,1,21,2,0,9,59,0,9,55,0,6,54,0,6,47,0,8,44
gapenum1,289,5,1,36,7,91,4,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gapenum2,289,5,1,36,1,21,2,0,8,58,0,8,55,0,8,48,0,4,45,0,8,41
gapenum1,290,5,1,30,7,91,4,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gapenum2,290,5,1,30,2,26,2,0,7,59,0,4,58,0,7,54,0,5,42,0,7,41
gapenum1,291,5,1,34,6,80,4,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gapenum2,291,5,1,34,1,17,2,0,6,55,0,4,54,0,9,48,0,7,45,0,8,41
gapenum1,292,5,1,33,7,91,4,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gapenum2,292,5,1,33,1,21,2,0,5,59,0,5,48,0,8,46,0,9,46,0,6,42
gapenum1,293,5,1,32,7,91,4,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gapenum2,293,5,1,32,1,21,2,0,7,56,0,6,51,0,8,47,0,4,44,0,7,40
gapenum1,294,5,1,28,7,91,4,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gapenum2,294,5,1,28,2,32,2,0,8,57,0,4,51,0,4,50,0,8,48,0,4,43
gapenum1,295,5,1,24,7,86,4,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gapenum2,295,5,1,24,1,21,2,0,4,57,0,4,50,0,7,48,0,4,45,0,5,41
gapenum1,296,5,1,30,7,91,4,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
gapenum2,296,5,1,30,1,21,2,0,4,59,0,5,50,0,7,49,0,8,42,0,6,41
gapenum1,297,5,1,31,6,75,3,0,6,56,0,4,49,0,5,48,0,7,45,0,9,40
gapenum2,297,5,1,31,1,17,2,0,6,56,0,4,49,0,5,48,0,7,45,0,9,40
gapenum1,298,5,1,37,6,80,4,0,6,57,0,7,53,0,7,52,0,8,46,0,9,44
gapenum2,298,5,1,37,1,17,2,0,6,57,0,7,53,0,7,52,0,8,46,0,9,44
gapenum1,299,5,1,32,6,80,4,0,8,55,0,6,54,0,4,48,0,9,44,0,5,42
gapenum2,299,5,1,32,1,17,2,0,8,55,0,6,54,0,4,48,0,9,44,0,5,42
gapenum1,300,5,1,33,6,80,4,0,6,58,0,5,49,0,6,45,0,9,44,0,7,43
gapenum2,300,5,1,33,1,17,2,0,6,58,0,5,49,0,6,45,0,9,44,0,7,43
gapenum1,301,5,1,37,6,80,4,0,8,57,0,8,56,0,5,51,0,9,49,0,7,46
gapenum2,301,5,1,37,1,17,2,0,8,57,0,8,56,0,5,51,0,9,49,0,7,46
gapenum1,302,5,1,35,6,75,3,0,6,56,0,9,53,0,7,52,0,4,48,0,9,43
gapenum2,302,5,1,35,1,17,2,0,6,56,0,9,53,0,7,52,0,4,48,0,9,43
gapenum1,303,5,1,26,7,91,4,0,5,59,0,5,58,0,4,51,0,7,50,0,5,44
gapenum2,303,5,1,26,2,32,2,0,5,59,0,5,58,0,4,51,0,7,50,0,5,44
gapenum1,304,5,1,33,6,80,3,0,7,55,0,5,54,0,6,50,0,8,50,0,7,41
gapenum2,304,5,1,33,2,26,4,0,7,55,0,5,54,0,6,50,0,8,50,0,7,41
gapenum1,305,5,1,30,7,91,4,0,7,59,0,4,54,0,9,50,0,6,47,0,4,41
gapenum2,305,5,1,30,2,32,2,0,7,59,0,4,54,0,9,50,0,6,47,0,4,41
gapenum1,306,5,1,31,5,47,3,0,5,46,0,8,46,0,5,45,0,7,45,0,6,40
gapenum2,306,5,1,31,1,12,2,0,5,46,0,8,46,0,5,45,0,7,45,0,6,40
gapenum1,307,5,1,37,7,78,4,0,8,58,0,9,58,0,9,55,0,5,50,0,6,43
gapenum2,307,5,1,37,2,29,2,0,8,58,0,9,58,0,9,55,0,5,50,0,6,43
gapenum1,308,5,1,34,6,80,4,0,5,55,0,4,51,0,9,51,0,8,46,0,8,44
gapenum2,308,5,1,34,1,17,2,0,5,55,0,4,51,0,9,51,0,8,46,0,8,44
gapenum1,309,5,1,33,7,91,4,0,6,57,0,5,53,0,8,52,0,9,46,0,5,42
gapenum2,309,5,1,33,1,21,2,0,6,57,0,5,53,0,8,52,0,9,46,0,5,42
gapenum1,310,5,1,38,6,80,3,0,9,56,0,4,55,0,9,54,0,8,53,0,8,41
gapenum2,310,5,1,38,2,26,2,0,9,56,0,4,55,0,9,54,0,8,53,0,8,41
gapenum1,311,5,1,29,6,80,4,0,6,59,0,4,54,0,4,53,0,9,49,0,6,48
gapenum2,311,5,1,29,1,17,2,0,6,59,0,4,54,0,4,53,0,9,49,0,6,48
gapenum1,312,5,1,29,6,69,4,0,7,58,0,7,58,0,6,56,0,4,55,0,5,48
gapenum2,312,5,1,29,2,23,2,0,7,58,0,7,58,0,6,56,0,4,55,0,5,48
gapenum1,313,5,1,30,7,91,4,0,6,56,0,7,50,0,4,45,0,4,42,0,9,41
gapenum2,313,5,1,30,1,21,2,0,6,56,0,7,50,0,4,45,0,4,42,0,9,41
gapenum1,314,5,1,29,7,91,4,0,6,55,0,7,54,0,5,48,0,6,43,0,5,42
gapenum2,314,5,1,29,1,21,2,0,6,55,0,7,54,0,5,48,0,6,43,0,5,42
gapenum1,315,5,1,33,7,91,4,0,9,59,0,5,51,0,8,47,0,5,41,0,6,41
gapenum2,315,5,1,33,1,21,2,0,9,59,0,5,51,0,8,47,0,5,41,0,6,41
gapenum1,316,5,1,33,7,91,4,0,5,57,0,9,52,0,8,50,0,6,47,0,5,40
gapenum2,316,5,1,33,2,32,2,0,5,57,0,9,52,0,8,50,0,6,47,0,5,40
gapenum1,317,5,1,34,7,73,4,0,7,59,0,9,59,0,4,55,0,6,46,0,8,40
gapenum2,317,5,1,34,2,23,2,0,7,59,0,9,59,0,4,55,0,6,46,0,8,40
gapenum1,318,5,1,38,6,75,3,0,6,55,0,9,50,0,8,45,0,7,42,0,8,40
gapenum2,318,5,1,38,1,17,2,0,6,55,0,9,50,0,8,45,0,7,42,0,8,40
gapenum1,319,5,1,28,6,60,5,0,4,57,0,5,57,0,8,57,0,4,56,0,7,48
gapenum2,319,5,1,28,2,20,2,0,4,57,0,5,57,0,8,57,0,4,56,0,7,48
gapenum1,320,5,1,38,6,80,4,0,7,54,0,8,52,0,8,47,0,9,46,0,6,44
gapenum2,320,5,1,38,1,17,2,0,7,54,0,8,52,0,8,47,0,9,46,0,6,44
gapenum1,321,5,1,37,6,75,3,0,8,58,0,8,57,0,8,57,0,7,51,0,6,43
gapenum2,321,5,1,37,2,26,2,0,8,58,0,8,57,0,8,57,0,7,51,0,6,43
gapenum1,322,5,1,36,7,91,4,0,9,57,0,5,51,0,9,49,0,8,48,0,5,41
gapenum2,322,5,1,36,2,32,2,0,9,57,0,5,51,0,9,49,0,8,48,0,5,41
gapenum1,323,5,1,36,7,91,4,0,6,56,0,9,55,0,9,47,0,8,44,0,4,40
gapenum2,323,5,1,36,1,21,2,0,6,56,0,9,55,0,9,47,0,8,44,0,4,40
gapenum1,324,5,1,29,7,78,4,0,5,58,0,6,58,0,5,52,0,8,44,0,5,42
gapenum2,324,5,1,29,1,20,2,0,5,58,0,6,58,0,5,52,0,8,44,0,5,42
gapenum1,325,5,1,31,6,80,4,0,6,56,0,5,55,0,6,55,0,5,48,0,9,45
gapenum2,325,5,1,31,1,17,2,0,6,56,0,5,55,0,6,55,0,5,48,0,9,45
gapenum1,326,5,1,29,7,91,4,0,8,59,0,6,58,0,5,56,0,4,50,0,6,48
gapenum2,326,5,1,29,1,21,2,0,8,59,0,6,58,0,5,56,0,4,50,0,6,48
gapenum1,327,5,1,36,7,91,4,0,9,59,0,9,56,0,5,54,0,9,44,0,4,42
gapenum2,327,5,1,36,1,21,2,0,9,59,0,9,56,0,5,54,0,9,44,0,4,42
gapenum1,328,5,1,29,6,69,3,0,4,49,0,7,49,0,9,47,0,4,46,0,5,43
gapenum2,328,5,1,29,1,16,2,0,4,49,0,7,49,0,9,47,0,4,46,0,5,43
gapenum1,329,5,1,23,7,91,4,0,5,52,0,4,51,0,4,46,0,6,42,0,4,41
gapenum2,329,5,1,23,1,21,2,0,5,52,0,4,51,0,4,46,0,6,42,0,4,41
gapenum1,330,5,1,30,7,91,4,0,7,57,0,6,52,0,4,48,0,5,44,0,8,43
gapenum2,330,5,1,30,1,21,2,0,7,57,0,6,52,0,4,48,0,5,44,0,8,43
gapenum1,331,5,1,25,7,91,4,0,5,59,0,5,51,0,5,49,0,5,48,0,5,46
gapenum2,331,5,1,25,1,21,2,0,5,59,0,5,51,0,5,49,0,5,48,0,5,46
gapenum1,332,5,1,27,6,80,4,0,5,48,0,9,47,0,5,44,0,4,42,0,4,42
gapenum2,332,5,1,27,1,17,2,0,5,48,0,9,47,0,5,44,0,4,42,0,4,42
gapenum1,333,5,1,32,6,69,4,0,6,59,0,7,59,0,5,52,0,6,48,0,8,46
gapenum2,333,5,1,32,1,16,2,0,6,59,0,7,59,0,5,52,0,6,48,0,8,46
gapenum1,334,5,1,32,7,91,4,0,6,57,0,7,43,0,8,43,0,6,42,0,5,41
gapenum2,334,5,1,32,1,21,2,0,6,57,0,7,43,0,8,43,0,6,42,0,5,41
gapenum1,335,5,1,34,7,91,4,0,6,59,0,8,58,0,6,56,0,8,48,0,6,43
gapenum2,335,5,1,34,1,21,2,0,6,59,0,8,58,0,6,56,0,8,48,0,6,43
gapenum1,336,5,1,25,7,86,4,0,5,59,0,5,54,0,6,53,0,5,43,0,4,42
gapenum2,336,5,1,25,2,26,2,0,5,59,0,5,54,0,6,53,0,5,43,0,4,42
gapenum1,337,5,1,33,6,75,3,0,4,58,0,7,55,0,5,49,0,8,49,0,9,41
gapenum2,337,5,1,33,1,17,2,0,4,58,0,7,55,0,5,49,0,8,49,0,9,41
gapenum1,338,5,1,36,6,69,3,0,7,57,0,9,57,0,7,51,0,7,50,0,6,45
gapenum2,338,5,1,36,1,16,2,0,7,57,0,9,57,0,7,51,0,7,50,0,6,45
gapenum1,339,5,1,37,7,91,4,0,4,59,0,7,48,0,8,47,0,9,44,0,9,40
gapenum2,339,5,1,37,1,21,2,0,4,59,0,7,48,0,8,47,0,9,44,0,9,40
gapenum1,340,5,1,33,6,80,3,0,8,51,0,4,47,0,8,46,0,6,44,0,7,43
gapenum2,340,5,1,33,1,17,2,0,8,51,0,4,47,0,8,46,0,6,44,0,7,43
gapenum1,341,5,1,36,6,80,4,0,7,58,0,8,57,0,4,53,0,9,53,0,8,42
gapenum2,341,5,1,36,2,26,2,0,7,58,0,8,57,0,4,53,0,9,53,0,8,42
gapenum1,342,5,1,33,7,91,4,0,5,59,0,8,57,0,7,50,0,7,49,0,6,41
gapenum2,342,5,1,33,2,32,2,0,5,59,0,8,57,0,7,50,0,7,49,0,6,41
gapenum1,343,5,1,25,7,91,4,0,4,54,0,5,49,0,8,49,0,4,47,0,4,42
gapenum2,343,5,1,25,2,32,2,0,4,54,0,5,49,0,8,49,0,4,47,0,4,42
gapenum1,344,5,1,34,6,80,3,0,7,55,0,5,51,0,7,50,0,6,45,0,9,42
gapenum2,344,5,1,34,1,17,2,0,7,55,0,5,51,0,7,50,0,6,45,0,9,42
gapenum1,345,5,1,35,6,80,4,0,7,50,0,9,49,0,5,47,0,9,47,0,5,44
gapenum2,345,5,1,35,1,17,2,0,7,50,0,9,49,0,5,47,0,9,47,0,5,44
gapenum1,346,5,1,37,7,91,4,0,7,53,0,9,44,0,9,41,0,4,40,0,8,40
gapenum2,346,5,1,37,1,21,2,0,7,53,0,9,44,0,9,41,0,4,40,0,8,40
gapenum1,347,5,1,34,6,80,3,0,7,59,0,5,56,0,6,54,0,8,46,0,8,44
gapenum2,347,5,1,34,1,17,2,0,7,59,0,5,56,0,6,54,0,8,46,0,8,44
gapenum1,348,5,1,39,6,69,3,0,4,59,0,8,59,0,9,57,0,9,48,0,9,43
gapenum2,348,5,1,39,1,16,2,0,4,59,0,8,59,0,9,57,0,9,48,0,9,43
gapenum1,349,5,1,32,6,75,3,0,5,56,0,9,52,0,5,47,0,7,44,0,6,43
gapenum2,349,5,1,32,1,17,2,0,5,56,0,9,52,0,5,47,0,7,44,0,6,43
gapenum1,350,5,1,32,7,91,4,0,5,58,0,6,55,0,8,51,0,8,45,0,5,42
gapenum2,350,5,1,32,1,21,2,0,5,58,0,6,55,0,8,51,0,8,45,0,5,42
gapenum1,351,5,1,32,7,91,4,0,6,58,0,9,47,0,4,45,0,5,45,0,8,43
gapenum2,351,5,1,32,1,21,2,0,6,58,0,9,47,0,4,45,0,5,45,0,8,43
gapenum1,352,5,1,29,7,91,4,0,4,53,0,9,51,0,5,45,0,4,44,0,7,40
gapenum2,352,5,1,29,1,21,2,0,4,53,0,9,51,0,5,45,0,4,44,0,7,40
gapenum1,353,5,1,34,6,80,4,0,9,56,0,4,55,0,9,52,0,5,49,0,7,48
gapenum2,353,5,1,34,1,17,2,0,9,56,0,4,55,0,9,52,0,5,49,0,7,48
gapenum1,354,5,1,29,6,80,3,0,7,56,0,4,54,0,6,50,0,7,50,0,5,45
gapenum2,354,5,1,29,1,17,2,0,7,56,0,4,54,0,6,50,0,7,50,0,5,45
gapenum1,355,5,1,31,6,80,4,0,6,59,0,8,58,0,5,55,0,8,54,0,4,51
gapenum2,355,5,1,31,1,17,2,0,6,59,0,8,58,0,5,55,0,8,54,0,4,51
gapenum1,356,5,1,33,6,80,4,0,8,54,0,5,53,0,5,51,0,9,44,0,6,41
gapenum2,356,5,1,33,1,17,2,0,8,54,0,5,53,0,5,51,0,9,44,0,6,41
gapenum1,357,5,1,31,6,69,3,0,5,55,0,7,55,0,5,53,0,6,53,0,8,43
gapenum2,357,5,1,31,2,23,2,0,5,55,0,7,55,0,5,53,0,6,53,0,8,43
gapenum1,358,5,1,31,6,80,3,0,5,56,0,6,55,0,5,53,0,7,49,0,8,45
gapenum2,358,5,1,31,1,17,2,0,5,56,0,6,55,0,5,53,0,7,49,0,8,45
gapenum1,359,5,1,34,7,91,4,0,8,59,0,6,58,0,9,50,0,5,41,0,6,41
gapenum2,359,5,1,34,1,21,2,0,8,59,0,6,58,0,9,50,0,5,41,0,6,41
gapenum1,360,5,1,32,7,86,4,0,8,59,0,7,56,0,7,50,0,4,46,0,6,42
gapenum2,360,5,1,32,1,21,2,0,8,59,0,7,56,0,7,50,0,4,46,0,6,42
gapenum1,361,5,1,30,7,86,4,0,5,59,0,6,51,0,6,43,0,9,41,0,4,40
gapenum2,361,5,1,30,1,21,2,0,5,59,0,6,51,0,6,43,0,9,41,0,4,40
gapenum1,362,5,1,-1,7,89,4,0,9,59,0,8,56,0,9,47,0,7,41,0,9,41
gapenum2,362,5,1,-1,1,20,2,0,9,59,0,8,56,0,9,47,0,7,41,0,9,41
gapenum1,363,5,1,36,6,75,4,0,6,57,0,9,55,0,9,54,0,7,50,0,5,44
gapenum2,363,5,1,36,2,26,2,0,6,57,0,9,55,0,9,54,0,7,50,0,5,44
gapenum1,364,5,1,33,6,69,3,0,6,54,0,7,54,0,7,52,0,6,50,0,7,46
gapenum2,364,5,1,33,1,16,2,0,6,54,0,7,54,0,7,52,0,6,50,0,7,46
gapenum1,365,5,1,31,6,80,4,0,5,55,0,5,51,0,6,50,0,8,47,0,7,46
gapenum2,365,5,1,31,1,17,2,0,5,55,0,5,51,0,6,50,0,8,47,0,7,46
gapenum1,366,5,1,30,8,99,4,0,6,58,0,7,47,0,5,44,0,6,42,0,6,40
gapenum2,366,5,1,30,1,25,2,0,6,58,0,7,47,0,5,44,0,6,42,0,6,40
gapenum1,367,5,1,37,6,80,3,0,8,57,0,8,54,0,8,50,0,9,49,0,4,47
gapenum2,367,5,1,37,1,17,2,0,8,57,0,8,54,0,8,50,0,9,49,0,4,47
gapenum1,368,5,1,32,7,91,4,0,9,57,0,5,52,0,5,44,0,5,41,0,8,40
gapenum2,368,5,1,32,1,21,2,0,9,57,0,5,52,0,5,44,0,5,41,0,8,40
gapenum1,369,5,1,40,6,80,4,0,8,59,0,7,55,0,8,54,0,8,48,0,9,46
gapenum2,369,5,1,40,1,17,2,0,8,59,0,7,55,0,8,54,0,8,48,0,9,46
gapenum1,370,5,1,34,6,80,4,0,9,53,0,5,49,0,7,49,0,6,47,0,7,45
gapenum2,370,5,1,34,1,17,2,0,9,53,0,5,49,0,7,49,0,6,47,0,7,45
gapenum1,371,5,1,37,7,91,4,0,6,59,0,9,53,0,7,45,0,7,45,0,8,43
gapenum2,371,5,1,37,1,21,2,0,6,59,0,9,53,0,7,45,0,7,45,0,8,43
gapenum1,372,5,1,30,7,78,4,0,5,54,0,9,54,0,7,53,0,4,49,0,5,44
gapenum2,372,5,1,30,1,20,2,0,5,54,0,9,54,0,7,53,0,4,49,0,5,44
gapenum1,373,5,1,35,6,80,4,0,8,53,0,6,49,0,6,48,0,8,46,0,7,43
gapenum2,373,5,1,35,1,17,2,0,8,53,0,6,49,0,6,48,0,8,46,0,7,43
gapenum1,374,5,1,28,7,91,4,0,5,57,0,7,50,0,6,49,0,6,48,0,4,43
gapenum2,374,5,1,28,2,32,2,0,5,57,0,7,50,0,6,49,0,6,48,0,4,43
gapenum1,375,5,1,30,7,91,4,0,9,52,0,5,51,0,5,48,0,7,41,0,4,40
gapenum2,375,5,1,30,1,21,2,0,9,52,0,5,51,0,5,48,0,7,41,0,4,40
gapenum1,376,5,1,28,8,99,5,0,4,59,0,6,57,0,9,43,0,4,40,0,5,40
gapenum2,376,5,1,28,1,25,2,0,4,59,0,6,57,0,9,43,0,4,40,0,5,40
gapenum1,377,5,1,33,7,91,6,0,9,59,0,4,57,0,7,54,0,7,47,0,6,44
gapenum2,377,5,1,33,1,21,3,0,9,59,0,4,57,0,7,54,0,7,47,0,6,44
gapenum1,378,5,1,38,6,80,5,0,6,57,0,8,49,0,9,49,0,9,46,0,6,44
gapenum2,378,5,1,38,1,17,3,0,6,57,0,8,49,0,9,49,0,9,46,0,6,44
gapenum1,379,5,1,27,8,99,5,0,5,59,0,7,52,0,4,41,0,5,41,0,6,41
gapenum2,379,5,1,27,1,25,2,0,5,59,0,7,52,0,4,41,0,5,41,0,6,41
gapenum1,380,5,1,35,7,91,4,0,9,59,0,7,45,0,9,45,0,4,43,0,6,43
gapenum2,380,5,1,35,1,21,2,0,9,59,0,7,45,0,9,45,0,4,43,0,6,43
gapenum1,381,5,1,33,7,91,4,0,5,59,0,6,50,0,7,48,0,8,47,0,7,43
gapenum2,381,5,1,33,1,21,2,0,5,59,0,6,50,0,7,48,0,8,47,0,7,43
gapenum1,382,5,1,33,7,91,4,0,7,57,0,6,53,0,5,48,0,7,42,0,8,40
gapenum2,382,5,1,33,1,21,2,0,7,57,0,6,53,0,5,48,0,7,42,0,8,40
gapenum1,383,5,1,29,8,99,4,0,6,59,0,6,51,0,6,51,0,4,42,0,7,41
gapenum2,383,5,1,29,1,25,2,0,6,59,0,6,51,0,6,51,0,4,42,0,7,41
gapenum1,384,5,1,31,6,80,4,0,8,52,0,4,51,0,5,51,0,8,45,0,6,42
gapenum2,384,5,1,31,1,17,2,0,8,52,0,4,51,0,5,51,0,8,45,0,6,42
gapenum1,385,5,1,37,6,80,5,0,9,50,0,6,48,0,8,47,0,8,44,0,6,41
gapenum2,385,5,1,37,1,17,3,0,9,50,0,6,48,0,8,47,0,8,44,0,6,41
gapenum1,386,5,1,29,6,80,7,0,6,53,0,4,51,0,9,49,0,6,48,0,4,43
gapenum2,386,5,1,29,2,26,6,0,6,53,0,4,51,0,9,49,0,6,48,0,4,43
gapenum1,387,5,1,32,7,91,9,0,9,59,0,4,57,0,8,49,0,7,44,0,4,42
gapenum2,387,5,1,32,1,21,6,0,9,59,0,4,57,0,8,49,0,7,44,0,4,42
gapenum1,388,5,1,34,6,80,8,0,8,54,0,5,52,0,8,52,0,7,48,0,6,44
gapenum2,388,5,1,34,1,17,6,0,8,54,0,5,52,0,8,52,0,7,48,0,6,44
gapenum1,389,5,1,27,7,91,9,0,6,52,0,4,49,0,7,43,0,6,42,0,4,41
gapenum2,389,5,1,27,1,21,4,0,6,52,0,4,49,0,7,43,0,6,42,0,4,41
gapenum1,390,5,1,30,5,47,7,0,4,56,0,6,56,0,6,55,0,6,53,0,8,48
gapenum2,390,5,1,30,1,12,5,0,4,56,0,6,56,0,6,55,0,6,53,0,8,48
gapenum1,391,5,1,34,7,91,8,0,5,57,0,6,54,0,9,45,0,5,44,0,9,41
gapenum2,391,5,1,34,1,21,4,0,5,57,0,6,54,0,9,45,0,5,44,0,9,41
gapenum1,392,5,1,31,6,80,6,0,7,56,0,5,55,0,7,51,0,8,51,0,4,40
gapenum2,392,5,1,31,2,26,3,0,7,56,0,5,55,0,7,51,0,8,51,0,4,40
gapenum1,393,5,1,25,6,80,6,0,6,50,0,5,49,0,6,47,0,4,44,0,4,43
gapenum2,393,5,1,25,1,17,4,0,6,50,0,5,49,0,6,47,0,4,44,0,4,43
gapenum1,394,5,1,28,6,80,6,0,6,51,0,7,48,0,4,45,0,5,41,0,6,41
gapenum2,394,5,1,28,1,17,3,0,6,51,0,7,48,0,4,45,0,5,41,0,6,41
gapenum1,395,5,1,29,8,99,7,0,6,58,0,9,54,0,4,46,0,6,46,0,4,42
gapenum2,395,5,1,29,1,25,3,0,6,58,0,9,54,0,4,46,0,6,46,0,4,42
gapenum1,396,5,1,38,7,91,9,0,9,58,0,9,56,0,5,50,0,7,43,0,8,42
gapenum2,396,5,1,38,1,21,4,0,9,58,0,9,56,0,5,50,0,7,43,0,8,42
gapenum1,397,5,1,27,6,80,6,0,5,58,0,6,56,0,5,52,0,6,52,0,5,49
gapenum2,397,5,1,27,1,17,3,0,5,58,0,6,56,0,5,52,0,6,52,0,5,49
gapenum1,398,5,1,34,7,91,7,0,7,58,0,8,53,0,8,51,0,4,44,0,7,40
gapenum2,398,5,1,34,1,21,4,0,7,58,0,8,53,0,8,51,0,4,44,0,7,40
gapenum1,399,5,1,39,7,91,6,0,7,56,0,9,49,0,8,48,0,6,44,0,9,40
gapenum2,399,5,1,39,1,21,3,0,7,56,0,9,49,0,8,48,0,6,44,0,9,40
gapenum1,400,5,1,31,6,80,6,0,8,51,0,8,50,0,4,45,0,4,44,0,7,43
gapenum2,400,5,1,31,1,17,3,0,8,51,0,8,50,0,4,45,0,4,44,0,7,43
gapenum1,401,5,1,25,7,91,7,0,5,53,0,5,48,0,5,44,0,6,41,0,4,40
gapenum2,401,5,1,25,1,21,3,0,5,53,0,5,48,0,5,44,0,6,41,0,4,40
gapenum1,402,5,1,30,5,56,5,0,5,59,0,6,56,0,8,55,0,5,54,0,6,53
gapenum2,402,5,1,30,1,13,3,0,5,59,0,6,56,0,8,55,0,5,54,0,6,53
gapenum1,403,5,1,27,8,99,7,0,5,58,0,5,54,0,6,42,0,4,40,0,7,40
gapenum2,403,5,1,27,1,25,3,0,5,58,0,5,54,0,6,42,0,4,40,0,7,40
gapenum1,404,5,1,33,7,91,6,0,9,58,0,5,47,0,9,45,0,4,42,0,6,42
gapenum2,404,5,1,33,1,21,3,0,9,58,0,5,47,0,9,45,0,4,42,0,6,42
gapenum1,405,5,1,26,6,75,7,0,4,50,0,5,46,0,7,46,0,4,44,0,6,40
gapenum2,405,5,1,26,1,17,3,0,4,50,0,5,46,0,7,46,0,4,44,0,6,40
gapenum1,406,5,1,33,6,80,6,0,4,50,0,7,47,0,9,47,0,7,43,0,6,41
gapenum2,406,5,1,33,1,17,3,0,4,50,0,7,47,0,9,47,0,7,43,0,6,41
gapenum1,407,5,1,34,5,59,5,0,4,55,0,6,53,0,7,53,0,8,49,0,9,48
gapenum2,407,5,1,34,1,13,3,0,4,55,0,6,53,0,7,53,0,8,49,0,9,48
gapenum1,408,5,1,29,6,80,6,0,5,53,0,5,51,0,6,49,0,9,44,0,4,41
gapenum2,408,5,1,29,1,17,3,0,5,53,0,5,51,0,6,49,0,9,44,0,4,41
gapenum1,409,5,1,34,6,80,9,0,7,57,0,4,53,0,8,52,0,8,47,0,7,46
gapenum2,409,5,1,34,1,17,5,0,7,57,0,4,53,0,8,52,0,8,47,0,7,46
gapenum1,410,5,1,29,8,99,11,0,5,59,0,6,57,0,5,53,0,5,43,0,8,40
gapenum2,410,5,1,29,1,25,6,0,5,59,0,6,57,0,5,53,0,5,43,0,8,40
gapenum1,411,5,1,34,6,80,9,0,5,55,0,7,54,0,6,53,0,8,47,0,8,41
gapenum2,411,5,1,34,1,17,6,0,5,55,0,7,54,0,6,53,0,8,47,0,8,41
gapenum1,412,5,1,31,6,80,8,0,5,55,0,4,52,0,7,50,0,9,43,0,6,42
gapenum2,412,5,1,31,1,17,6,0,5,55,0,4,52,0,7,50,0,9,43,0,6,42
gapenum1,413,5,1,30,7,86,8,0,4,57,0,9,49,0,8,45,0,4,40,0,5,40
gapenum2,413,5,1,30,1,21,5,0,4,57,0,9,49,0,8,45,0,4,40,0,5,40
gapenum1,414,5,1,38,7,78,6,0,7,57,0,9,57,0,6,54,0,7,40,0,9,40
gapenum2,414,5,1,38,1,20,3,0,7,57,0,9,57,0,6,54,0,7,40,0,9,40
gapenum1,415,5,1,40,6,80,9,0,9,57,0,9,54,0,6,52,0,8,50,0,8,43
gapenum2,415,5,1,40,1,17,5,0,9,57,0,9,54,0,6,52,0,8,50,0,8,43
gapenum1,416,5,1,31,6,80,9,0,5,52,0,6,49,0,8,47,0,8,46,0,4,41
gapenum2,416,5,1,31,2,26,7,0,5,52,0,6,49,0,8,47,0,8,46,0,4,41
gapenum1,417,5,1,32,7,91,11,0,8,58,0,5,49,0,9,48,0,5,44,0,5,40
