version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3
gap_enum2,119,3,1,23,1,11,2,0,8,54,0,6,51,0,9,44
gap_enum1,120,3,3,9,1,1,2,0,9,58,0,5,51,0,9,50
gap_enum2,120,3,3,9,1,1,2,0,9,58,0,5,51,0,9,50
gap_enum1,120,3,2,14,2,10,2,0,9,58,0,5,51,0,9,50
gap_enum2,120,3,2,14,1,4,2,0,9,58,0,5,51,0,9,50
gap_enum1,120,3,1,23,3,22,3,0,9,58,0,5,51,0,9,50
gap_enum2,120,3,1,23,1,7,2,0,9,58,0,5,51,0,9,50
gap_enum1,121,3,3,9,1,1,2,0,6,59,0,8,46,0,9,42
gap_enum2,121,3,3,9,1,1,2,0,6,59,0,8,46,0,9,42
gap_enum1,121,3,2,17,2,10,2,0,6,59,0,8,46,0,9,42
gap_enum2,121,3,2,17,1,4,2,0,6,59,0,8,46,0,9,42
gap_enum1,121,3,1,23,4,28,3,0,6,59,0,8,46,0,9,42
gap_enum2,121,3,1,23,1,11,2,0,6,59,0,8,46,0,9,42
gap_enum1,122,3,3,9,1,1,2,0,6,59,0,4,57,0,9,56
gap_enum2,122,3,3,9,1,1,2,0,6,59,0,4,57,0,9,56
gap_enum1,122,3,2,13,2,10,2,0,6,59,0,4,57,0,9,56
gap_enum2,122,3,2,13,1,4,2,0,6,59,0,4,57,0,9,56
gap_enum1,122,3,1,19,3,22,3,0,6,59,0,4,57,0,9,56
gap_enum2,122,3,1,19,1,7,2,0,6,59,0,4,57,0,9,56
gap_enum1,123,3,3,8,1,1,2,0,8,56,0,4,44,0,8,44
gap_enum2,123,3,3,8,1,1,2,0,8,56,0,4,44,0,8,44
gap_enum1,123,3,2,12,2,4,2,0,8,56,0,4,44,0,8,44
gap_enum2,123,3,2,12,1,3,2,0,8,56,0,4,44,0,8,44
gap_enum1,123,3,1,20,4,28,3,0,8,56,0,4,44,0,8,44
gap_enum2,123,3,1,20,1,11,2,0,8,56,0,4,44,0,8,44
gap_enum1,124,3,3,7,1,1,2,0,8,52,0,9,50,0,7,49
gap_enum2,124,3,3,7,1,1,2,0,8,52,0,9,50,0,7,49
gap_enum1,124,3,2,16,2,10,2,0,8,52,0,9,50,0,7,49
gap_enum2,124,3,2,16,1,4,2,0,8,52,0,9,50,0,7,49
gap_enum1,124,3,1,24,3,22,3,0,8,52,0,9,50,0,7,49
gap_enum2,124,3,1,24,1,7,2,0,8,52,0,9,50,0,7,49
gap_enum1,125,3,3,9,1,1,2,0,8,59,0,8,52,0,9,47
gap_enum2,125,3,3,9,1,1,2,0,8,59,0,8,52,0,9,47
gap_enum1,125,3,2,17,2,10,2,0,8,59,0,8,52,0,9,47
gap_enum2,125,3,2,17,1,4,2,0,8,59,0,8,52,0,9,47
gap_enum1,125,3,1,25,4,33,3,0,8,59,0,8,52,0,9,47
gap_enum2,125,3,1,25,1,11,2,0,8,59,0,8,52,0,9,47
gap_enum1,126,3,3,6,1,1,2,0,5,51,0,4,47,0,6,42
gap_enum2,126,3,3,6,1,1,2,0,5,51,0,4,47,0,6,42
gap_enum1,126,3,2,10,2,10,2,0,5,51,0,4,47,0,6,42
gap_enum2,126,3,2,10,1,4,2,0,5,51,0,4,47,0,6,42
gap_enum1,126,3,1,15,4,33,3,0,5,51,0,4,47,0,6,42
gap_enum2,126,3,1,15,1,11,2,0,5,51,0,4,47,0,6,42
gap_enum1,127,3,3,5,1,1,2,0,7,56,0,8,51,0,5,49
gap_enum2,127,3,3,5,1,1,2,0,7,56,0,8,51,0,5,49
gap_enum1,127,3,2,13,2,10,2,0,7,56,0,8,51,0,5,49
gap_enum2,127,3,2,13,1,4,2,0,7,56,0,8,51,0,5,49
gap_enum1,127,3,1,20,4,33,3,0,7,56,0,8,51,0,5,49
gap_enum2,127,3,1,20,1,11,2,0,7,56,0,8,51,0,5,49
gap_enum1,128,3,3,4,1,1,2,0,5,53,0,7,51,0,4,46
gap_enum2,128,3,3,4,1,1,2,0,5,53,0,7,51,0,4,46
gap_enum1,128,3,2,11,3,10,3,0,5,53,0,7,51,0,4,46
gap_enum2,128,3,2,11,2,5,2,0,5,53,0,7,51,0,4,46
gap_enum1,128,3,1,16,4,33,3,0,5,53,0,7,51,0,4,46
gap_enum2,128,3,1,16,2,12,2,0,5,53,0,7,51,0,4,46
gap_enum1,129,3,3,8,1,1,2,0,4,52,0,5,45,0,8,44
gap_enum2,129,3,3,8,1,1,2,0,4,52,0,5,45,0,8,44
gap_enum1,129,3,2,13,2,10,2,0,4,52,0,5,45,0,8,44
gap_enum2,129,3,2,13,1,4,2,0,4,52,0,5,45,0,8,44
gap_enum1,129,3,1,17,3,19,3,0,4,52,0,5,45,0,8,44
gap_enum2,129,3,1,17,1,7,2,0,4,52,0,5,45,0,8,44
gap_enum1,130,3,3,6,1,1,2,0,7,57,0,9,51,0,6,45
gap_enum2,130,3,3,6,1,1,2,0,7,57,0,9,51,0,6,45
gap_enum1,130,3,2,15,2,7,2,0,7,57,0,9,51,0,6,45
gap_enum2,130,3,2,15,1,4,2,0,7,57,0,9,51,0,6,45
gap_enum1,130,3,1,22,4,33,3,0,7,57,0,9,51,0,6,45
gap_enum2,130,3,1,22,1,11,2,0,7,57,0,9,51,0,6,45
gap_enum1,131,3,3,5,1,1,2,0,6,57,0,8,53,0,5,41
gap_enum2,131,3,3,5,1,1,2,0,6,57,0,8,53,0,5,41
gap_enum1,131,3,2,13,3,10,3,0,6,57,0,8,53,0,5,41
gap_enum2,131,3,2,13,2,5,2,0,6,57,0,8,53,0,5,41
gap_enum1,131,3,1,19,4,33,3,0,6,57,0,8,53,0,5,41
gap_enum2,131,3,1,19,2,12,2,0,6,57,0,8,53,0,5,41
gap_enum1,132,3,3,9,1,1,2,0,7,56,0,9,52,0,9,47
gap_enum2,132,3,3,9,1,1,2,0,7,56,0,9,52,0,9,47
gap_enum1,132,3,2,18,2,10,2,0,7,56,0,9,52,0,9,47
gap_enum2,132,3,2,18,1,4,2,0,7,56,0,9,52,0,9,47
gap_enum1,132,3,1,25,3,19,3,0,7,56,0,9,52,0,9,47
gap_enum2,132,3,1,25,1,7,2,0,7,56,0,9,52,0,9,47
gap_enum1,133,3,3,4,1,1,2,0,4,56,0,6,53,0,4,50
gap_enum2,133,3,3,4,1,1,2,0,4,56,0,6,53,0,4,50
gap_enum1,133,3,2,10,2,10,2,0,4,56,0,6,53,0,4,50
gap_enum2,133,3,2,10,1,4,2,0,4,56,0,6,53,0,4,50
gap_enum1,133,3,1,14,4,33,3,0,4,56,0,6,53,0,4,50
gap_enum2,133,3,1,14,1,11,2,0,4,56,0,6,53,0,4,50
gap_enum1,134,3,3,8,1,1,2,0,5,59,0,8,55,0,8,51
gap_enum2,134,3,3,8,1,1,2,0,5,59,0,8,55,0,8,51
gap_enum1,134,3,2,16,2,10,2,0,5,59,0,8,55,0,8,51
gap_enum2,134,3,2,16,1,4,2,0,5,59,0,8,55,0,8,51
gap_enum1,134,3,1,21,3,19,3,0,5,59,0,8,55,0,8,51
gap_enum2,134,3,1,21,1,7,2,0,5,59,0,8,55,0,8,51
gap_enum1,135,3,3,7,1,1,2,0,9,59,0,7,58,0,7,51
gap_enum2,135,3,3,7,1,1,2,0,9,59,0,7,58,0,7,51
gap_enum1,135,3,2,14,2,7,2,0,9,59,0,7,58,0,7,51
gap_enum2,135,3,2,14,1,4,2,0,9,59,0,7,58,0,7,51
gap_enum1,135,3,1,23,4,33,3,0,9,59,0,7,58,0,7,51
gap_enum2,135,3,1,23,1,11,2,0,9,59,0,7,58,0,7,51
gap_enum1,136,3,3,7,1,1,2,0,6,49,0,7,45,0,7,41
gap_enum2,136,3,3,7,1,1,2,0,6,49,0,7,45,0,7,41
gap_enum1,136,3,2,14,2,10,2,0,6,49,0,7,45,0,7,41
gap_enum2,136,3,2,14,1,4,2,0,6,49,0,7,45,0,7,41
gap_enum1,136,3,1,20,4,33,3,0,6,49,0,7,45,0,7,41
gap_enum2,136,3,1,20,1,11,2,0,6,49,0,7,45,0,7,41
gap_enum1,137,3,3,9,1,1,2,0,8,56,0,6,55,0,9,40
gap_enum2,137,3,3,9,1,1,2,0,8,56,0,6,55,0,9,40
gap_enum1,137,3,2,15,3,10,5,0,8,56,0,6,55,0,9,40
gap_enum2,137,3,2,15,2,5,2,0,8,56,0,6,55,0,9,40
gap_enum1,137,3,1,23,4,33,3,0,8,56,0,6,55,0,9,40
gap_enum2,137,3,1,23,2,12,2,0,8,56,0,6,55,0,9,40
gap_enum1,138,3,3,8,1,1,2,0,5,52,0,4,51,0,8,49
gap_enum2,138,3,3,8,1,1,2,0,5,52,0,4,51,0,8,49
gap_enum1,138,3,2,12,2,10,2,0,5,52,0,4,51,0,8,49
gap_enum2,138,3,2,12,1,4,2,0,5,52,0,4,51,0,8,49
gap_enum1,138,3,1,17,3,22,3,0,5,52,0,4,51,0,8,49
gap_enum2,138,3,1,17,1,7,2,0,5,52,0,4,51,0,8,49
gap_enum1,139,3,3,6,1,1,2,0,6,57,0,7,49,0,6,47
gap_enum2,139,3,3,6,1,1,2,0,6,57,0,7,49,0,6,47
gap_enum1,139,3,2,13,2,10,2,0,6,57,0,7,49,0,6,47
gap_enum2,139,3,2,13,1,4,2,0,6,57,0,7,49,0,6,47
gap_enum1,139,3,1,19,4,33,3,0,6,57,0,7,49,0,6,47
gap_enum2,139,3,1,19,1,11,2,0,6,57,0,7,49,0,6,47
gap_enum1,140,3,3,7,1,1,2,0,4,59,0,5,49,0,7,41
gap_enum2,140,3,3,7,1,1,2,0,4,59,0,5,49,0,7,41
gap_enum1,140,3,2,12,3,10,2,0,4,59,0,5,49,0,7,41
gap_enum2,140,3,2,12,2,5,2,0,4,59,0,5,49,0,7,41
gap_enum1,140,3,1,16,5,33,3,0,4,59,0,5,49,0,7,41
gap_enum2,140,3,1,16,3,16,3,0,4,59,0,5,49,0,7,41
gap_enum1,141,3,3,4,1,1,2,0,8,59,0,5,52,0,4,51
gap_enum2,141,3,3,4,1,1,2,0,8,59,0,5,52,0,4,51
gap_enum1,141,3,2,9,2,10,2,0,8,59,0,5,52,0,4,51
gap_enum2,141,3,2,9,1,4,2,0,8,59,0,5,52,0,4,51
gap_enum1,141,3,1,17,4,33,3,0,8,59,0,5,52,0,4,51
gap_enum2,141,3,1,17,1,11,2,0,8,59,0,5,52,0,4,51
gap_enum1,142,3,3,9,1,1,2,0,9,56,0,6,49,0,9,45
gap_enum2,142,3,3,9,1,1,2,0,9,56,0,6,49,0,9,45
gap_enum1,142,3,2,15,2,10,2,0,9,56,0,6,49,0,9,45
gap_enum2,142,3,2,15,1,4,2,0,9,56,0,6,49,0,9,45
gap_enum1,142,3,1,24,4,33,3,0,9,56,0,6,49,0,9,45
gap_enum2,142,3,1,24,1,11,2,0,9,56,0,6,49,0,9,45
gap_enum1,143,3,3,5,1,1,2,0,8,58,0,9,51,0,5,47
gap_enum2,143,3,3,5,1,1,2,0,8,58,0,9,51,0,5,47
gap_enum1,143,3,2,14,2,10,2,0,8,58,0,9,51,0,5,47
gap_enum2,143,3,2,14,1,4,2,0,8,58,0,9,51,0,5,47
gap_enum1,143,3,1,22,4,33,3,0,8,58,0,9,51,0,5,47
gap_enum2,143,3,1,22,1,11,2,0,8,58,0,9,51,0,5,47
gap_enum1,144,3,3,8,1,1,2,0,9,58,0,8,54,0,8,52
gap_enum2,144,3,3,8,1,1,2,0,9,58,0,8,54,0,8,52
gap_enum1,144,3,2,16,2,10,2,0,9,58,0,8,54,0,8,52
gap_enum2,144,3,2,16,1,4,2,0,9,58,0,8,54,0,8,52
gap_enum1,144,3,1,25,3,22,3,0,9,58,0,8,54,0,8,52
gap_enum2,144,3,1,25,1,7,2,0,9,58,0,8,54,0,8,52
gap_enum1,145,3,3,4,1,1,2,0,9,55,0,4,42,0,4,40
gap_enum2,145,3,3,4,1,1,2,0,9,55,0,4,42,0,4,40
gap_enum1,145,3,2,8,2,10,2,0,9,55,0,4,42,0,4,40
gap_enum2,145,3,2,8,1,4,2,0,9,55,0,4,42,0,4,40
gap_enum1,145,3,1,17,5,33,4,0,9,55,0,4,42,0,4,40
gap_enum2,145,3,1,17,2,12,2,0,9,55,0,4,42,0,4,40
gap_enum1,146,3,3,8,1,1,2,0,5,53,0,9,50,0,8,43
gap_enum2,146,3,3,8,1,1,2,0,5,53,0,9,50,0,8,43
gap_enum1,146,3,2,17,2,10,2,0,5,53,0,9,50,0,8,43
gap_enum2,146,3,2,17,1,4,2,0,5,53,0,9,50,0,8,43
gap_enum1,146,3,1,22,4,33,3,0,5,53,0,9,50,0,8,43
gap_enum2,146,3,1,22,1,11,2,0,5,53,0,9,50,0,8,43
gap_enum1,147,3,3,8,1,1,2,0,6,53,0,4,41,0,8,41
gap_enum2,147,3,3,8,1,1,2,0,6,53,0,4,41,0,8,41
gap_enum1,147,3,2,12,2,4,2,0,6,53,0,4,41,0,8,41
gap_enum2,147,3,2,12,1,3,2,0,6,53,0,4,41,0,8,41
gap_enum1,147,3,1,18,4,28,3,0,6,53,0,4,41,0,8,41
gap_enum2,147,3,1,18,1,11,2,0,6,53,0,4,41,0,8,41
gap_enum1,148,3,3,4,1,1,2,0,4,56,0,6,54,0,4,43
gap_enum2,148,3,3,4,1,1,2,0,4,56,0,6,54,0,4,43
gap_enum1,148,3,2,10,3,10,3,0,4,56,0,6,54,0,4,43
gap_enum2,148,3,2,10,2,5,2,0,4,56,0,6,54,0,4,43
gap_enum1,148,3,1,14,4,33,3,0,4,56,0,6,54,0,4,43
gap_enum2,148,3,1,14,2,12,2,0,4,56,0,6,54,0,4,43
gap_enum1,149,3,3,9,1,1,2,0,5,47,0,5,47,0,9,45
gap_enum2,149,3,3,9,1,1,2,0,5,47,0,5,47,0,9,45
gap_enum1,149,3,2,14,2,10,2,0,5,47,0,5,47,0,9,45
gap_enum2,149,3,2,14,1,4,2,0,5,47,0,5,47,0,9,45
gap_enum1,149,3,1,19,3,17,3,0,5,47,0,5,47,0,9,45
gap_enum2,149,3,1,19,1,6,2,0,5,47,0,5,47,0,9,45
gap_enum1,150,3,3,8,1,1,2,0,5,56,0,8,50,0,8,46
gap_enum2,150,3,3,8,1,1,2,0,5,56,0,8,50,0,8,46
gap_enum1,150,3,2,16,2,10,2,0,5,56,0,8,50,0,8,46
gap_enum2,150,3,2,16,1,4,2,0,5,56,0,8,50,0,8,46
gap_enum1,150,3,1,21,4,33,3,0,5,56,0,8,50,0,8,46
gap_enum2,150,3,1,21,1,11,2,0,5,56,0,8,50,0,8,46
gap_enum1,151,3,3,6,1,1,2,0,4,54,0,9,50,0,6,43
gap_enum2,151,3,3,6,1,1,2,0,4,54,0,9,50,0,6,43
gap_enum1,151,3,2,15,3,10,2,0,4,54,0,9,50,0,6,43
gap_enum2,151,3,2,15,2,5,2,0,4,54,0,9,50,0,6,43
gap_enum1,151,3,1,19,4,33,3,0,4,54,0,9,50,0,6,43
gap_enum2,151,3,1,19,2,12,2,0,4,54,0,9,50,0,6,43
gap_enum1,152,3,3,6,1,1,2,0,8,51,0,7,49,0,6,48
gap_enum2,152,3,3,6,1,1,2,0,8,51,0,7,49,0,6,48
gap_enum1,152,3,2,13,2,10,2,0,8,51,0,7,49,0,6,48
gap_enum2,152,3,2,13,1,4,2,0,8,51,0,7,49,0,6,48
gap_enum1,152,3,1,21,3,22,3,0,8,51,0,7,49,0,6,48
gap_enum2,152,3,1,21,1,7,2,0,8,51,0,7,49,0,6,48
gap_enum1,153,3,3,5,1,1,2,0,5,55,0,5,49,0,5,48
gap_enum2,153,3,3,5,1,1,2,0,5,55,0,5,49,0,5,48
gap_enum1,153,3,2,10,2,10,2,0,5,55,0,5,49,0,5,48
gap_enum2,153,3,2,10,1,4,2,0,5,55,0,5,49,0,5,48
gap_enum1,153,3,1,15,4,33,3,0,5,55,0,5,49,0,5,48
gap_enum2,153,3,1,15,1,11,2,0,5,55,0,5,49,0,5,48
gap_enum1,154,3,3,4,1,1,2,0,9,53,0,6,50,0,4,49
gap_enum2,154,3,3,4,1,1,2,0,9,53,0,6,50,0,4,49
gap_enum1,154,3,2,10,2,10,2,0,9,53,0,6,50,0,4,49
gap_enum2,154,3,2,10,1,4,2,0,9,53,0,6,50,0,4,49
gap_enum1,154,3,1,19,3,19,3,0,9,53,0,6,50,0,4,49
gap_enum2,154,3,1,19,1,7,2,0,9,53,0,6,50,0,4,49
gap_enum1,155,3,3,5,1,1,2,0,7,52,0,4,51,0,5,50
gap_enum2,155,3,3,5,1,1,2,0,7,52,0,4,51,0,5,50
gap_enum1,155,3,2,9,2,10,2,0,7,52,0,4,51,0,5,50
gap_enum2,155,3,2,9,1,4,2,0,7,52,0,4,51,0,5,50
gap_enum1,155,3,1,16,3,22,3,0,7,52,0,4,51,0,5,50
gap_enum2,155,3,1,16,1,7,2,0,7,52,0,4,51,0,5,50
gap_enum1,156,3,3,4,1,1,2,0,4,43,0,4,41,0,4,41
gap_enum2,156,3,3,4,1,1,2,0,4,43,0,4,41,0,4,41
gap_enum1,156,3,2,8,2,4,2,0,4,43,0,4,41,0,4,41
gap_enum2,156,3,2,8,1,3,2,0,4,43,0,4,41,0,4,41
gap_enum1,156,3,1,12,3,22,3,0,4,43,0,4,41,0,4,41
gap_enum2,156,3,1,12,1,7,2,0,4,43,0,4,41,0,4,41
gap_enum1,157,3,3,9,1,1,2,0,6,47,0,8,43,0,9,40
gap_enum2,157,3,3,9,1,1,2,0,6,47,0,8,43,0,9,40
gap_enum1,157,3,2,17,2,10,2,0,6,47,0,8,43,0,9,40
gap_enum2,157,3,2,17,1,4,2,0,6,47,0,8,43,0,9,40
gap_enum1,157,3,1,23,3,22,3,0,6,47,0,8,43,0,9,40
gap_enum2,157,3,1,23,1,7,2,0,6,47,0,8,43,0,9,40
gap_enum1,158,3,3,6,1,1,2,0,9,54,0,9,46,0,6,43
gap_enum2,158,3,3,6,1,1,2,0,9,54,0,9,46,0,6,43
gap_enum1,158,3,2,15,2,10,2,0,9,54,0,9,46,0,6,43
gap_enum2,158,3,2,15,1,4,2,0,9,54,0,9,46,0,6,43
gap_enum1,158,3,1,24,4,33,3,0,9,54,0,9,46,0,6,43
gap_enum2,158,3,1,24,1,11,2,0,9,54,0,9,46,0,6,43
gap_enum1,159,3,3,7,1,1,2,0,9,59,0,9,47,0,7,44
gap_enum2,159,3,3,7,1,1,2,0,9,59,0,9,47,0,7,44
gap_enum1,159,3,2,16,2,10,15,0,9,59,0,9,47,0,7,44
gap_enum2,159,3,2,16,1,4,2,0,9,59,0,9,47,0,7,44
gap_enum1,159,3,1,25,4,33,3,0,9,59,0,9,47,0,7,44
gap_enum2,159,3,1,25,1,11,2,0,9,59,0,9,47,0,7,44
gap_enum1,160,3,3,8,1,1,2,0,9,50,0,9,47,0,8,40
gap_enum2,160,3,3,8,1,1,2,0,9,50,0,9,47,0,8,40
gap_enum1,160,3,2,17,2,10,2,0,9,50,0,9,47,0,8,40
gap_enum2,160,3,2,17,1,4,2,0,9,50,0,9,47,0,8,40
gap_enum1,160,3,1,26,4,33,3,0,9,50,0,9,47,0,8,40
gap_enum2,160,3,1,26,1,11,2,0,9,50,0,9,47,0,8,40
gap_enum1,161,3,3,4,1,1,2,0,5,56,0,8,56,0,4,44
gap_enum2,161,3,3,4,1,1,2,0,5,56,0,8,56,0,4,44
gap_enum1,161,3,2,12,3,10,2,0,5,56,0,8,56,0,4,44
gap_enum2,161,3,2,12,2,5,2,0,5,56,0,8,56,0,4,44
gap_enum1,161,3,1,17,4,21,3,0,5,56,0,8,56,0,4,44
gap_enum2,161,3,1,17,2,9,2,0,5,56,0,8,56,0,4,44
gap_enum1,162,3,3,8,1,1,2,0,9,52,0,4,47,0,8,44
gap_enum2,162,3,3,8,1,1,2,0,9,52,0,4,47,0,8,44
gap_enum1,162,3,2,12,2,10,2,0,9,52,0,4,47,0,8,44
gap_enum2,162,3,2,12,1,4,2,0,9,52,0,4,47,0,8,44
gap_enum1,162,3,1,21,3,19,3,0,9,52,0,4,47,0,8,44
gap_enum2,162,3,1,21,1,7,2,0,9,52,0,4,47,0,8,44
gap_enum1,163,3,3,9,1,1,2,0,7,52,0,9,44,0,9,44
gap_enum2,163,3,3,9,1,1,2,0,7,52,0,9,44,0,9,44
gap_enum1,163,3,2,18,2,4,2,0,7,52,0,9,44,0,9,44
gap_enum2,163,3,2,18,1,3,2,0,7,52,0,9,44,0,9,44
gap_enum1,163,3,1,25,3,22,3,0,7,52,0,9,44,0,9,44
gap_enum2,163,3,1,25,1,7,2,0,7,52,0,9,44,0,9,44
gap_enum1,164,3,3,9,1,1,2,0,7,59,0,5,58,0,9,50
gap_enum2,164,3,3,9,1,1,2,0,7,59,0,5,58,0,9,50
gap_enum1,164,3,2,14,2,10,2,0,7,59,0,5,58,0,9,50
gap_enum2,164,3,2,14,1,4,2,0,7,59,0,5,58,0,9,50
gap_enum1,164,3,1,21,3,19,2,0,7,59,0,5,58,0,9,50
gap_enum2,164,3,1,21,1,7,2,0,7,59,0,5,58,0,9,50
gap_enum1,165,3,3,7,1,1,2,0,8,55,0,6,43,0,7,43
gap_enum2,165,3,3,7,1,1,2,0,8,55,0,6,43,0,7,43
gap_enum1,165,3,2,13,2,4,2,0,8,55,0,6,43,0,7,43
gap_enum2,165,3,2,13,1,3,2,0,8,55,0,6,43,0,7,43
gap_enum1,165,3,1,21,4,33,3,0,8,55,0,6,43,0,7,43
gap_enum2,165,3,1,21,1,11,2,0,8,55,0,6,43,0,7,43
gap_enum1,166,3,3,6,1,1,2,0,5,46,0,9,41,0,6,40
gap_enum2,166,3,3,6,1,1,2,0,5,46,0,9,41,0,6,40
gap_enum1,166,3,2,15,2,10,2,0,5,46,0,9,41,0,6,40
gap_enum2,166,3,2,15,1,4,2,0,5,46,0,9,41,0,6,40
gap_enum1,166,3,1,20,3,19,2,0,5,46,0,9,41,0,6,40
gap_enum2,166,3,1,20,1,7,2,0,5,46,0,9,41,0,6,40
gap_enum1,167,3,3,7,1,1,2,0,7,54,0,5,49,0,7,41
gap_enum2,167,3,3,7,1,1,2,0,7,54,0,5,49,0,7,41
gap_enum1,167,3,2,12,3,10,2,0,7,54,0,5,49,0,7,41
gap_enum2,167,3,2,12,2,5,2,0,7,54,0,5,49,0,7,41
gap_enum1,167,3,1,19,4,28,3,0,7,54,0,5,49,0,7,41
gap_enum2,167,3,1,19,2,12,2,0,7,54,0,5,49,0,7,41
gap_enum1,168,3,3,8,1,1,2,0,4,57,0,7,52,0,8,40
gap_enum2,168,3,3,8,1,1,2,0,4,57,0,7,52,0,8,40
gap_enum1,168,3,2,15,3,10,2,0,4,57,0,7,52,0,8,40
gap_enum2,168,3,2,15,2,5,2,0,4,57,0,7,52,0,8,40
gap_enum1,168,3,1,19,4,33,3,0,4,57,0,7,52,0,8,40
gap_enum2,168,3,1,19,2,12,2,0,4,57,0,7,52,0,8,40
gap_enum1,169,3,3,4,1,1,2,0,4,56,0,6,55,0,4,54
gap_enum2,169,3,3,4,1,1,2,0,4,56,0,6,55,0,4,54
gap_enum1,169,3,2,10,2,10,2,0,4,56,0,6,55,0,4,54
gap_enum2,169,3,2,10,1,4,2,0,4,56,0,6,55,0,4,54
gap_enum1,169,3,1,14,3,22,3,0,4,56,0,6,55,0,4,54
gap_enum2,169,3,1,14,1,7,2,0,4,56,0,6,55,0,4,54
gap_enum1,170,3,3,8,1,1,2,0,9,54,0,5,47,0,8,45
gap_enum2,170,3,3,8,1,1,2,0,9,54,0,5,47,0,8,45
gap_enum1,170,3,2,13,2,10,2,0,9,54,0,5,47,0,8,45
gap_enum2,170,3,2,13,1,4,2,0,9,54,0,5,47,0,8,45
gap_enum1,170,3,1,22,4,33,3,0,9,54,0,5,47,0,8,45
gap_enum2,170,3,1,22,1,11,2,0,9,54,0,5,47,0,8,45
gap_enum1,171,3,3,7,1,1,2,0,6,57,0,9,53,0,7,43
gap_enum2,171,3,3,7,1,1,2,0,6,57,0,9,53,0,7,43
gap_enum1,171,3,2,16,3,10,2,0,6,57,0,9,53,0,7,43
gap_enum2,171,3,2,16,2,5,2,0,6,57,0,9,53,0,7,43
gap_enum1,171,3,1,22,4,33,3,0,6,57,0,9,53,0,7,43
gap_enum2,171,3,1,22,2,12,2,0,6,57,0,9,53,0,7,43
gap_enum1,172,3,3,8,1,1,2,0,5,56,0,5,40,0,8,40
gap_enum2,172,3,3,8,1,1,4,0,5,56,0,5,40,0,8,40
gap_enum1,172,3,2,13,2,4,2,0,5,56,0,5,40,0,8,40
gap_enum2,172,3,2,13,1,3,2,0,5,56,0,5,40,0,8,40
gap_enum1,172,3,1,18,5,33,3,0,5,56,0,5,40,0,8,40
gap_enum2,172,3,1,18,2,12,2,0,5,56,0,5,40,0,8,40
gap_enum1,173,3,3,5,1,1,2,0,7,59,0,4,51,0,5,40
gap_enum2,173,3,3,5,1,1,2,0,7,59,0,4,51,0,5,40
gap_enum1,173,3,2,9,3,10,2,0,7,59,0,4,51,0,5,40
gap_enum2,173,3,2,9,2,5,2,0,7,59,0,4,51,0,5,40
gap_enum1,173,3,1,16,5,33,3,0,7,59,0,4,51,0,5,40
gap_enum2,173,3,1,16,3,16,3,0,7,59,0,4,51,0,5,40
gap_enum1,174,3,3,7,1,1,2,0,7,55,0,7,50,0,7,47
gap_enum2,174,3,3,7,1,1,2,0,7,55,0,7,50,0,7,47
gap_enum1,174,3,2,14,2,10,2,0,7,55,0,7,50,0,7,47
gap_enum2,174,3,2,14,1,4,2,0,7,55,0,7,50,0,7,47
gap_enum1,174,3,1,21,4,33,3,0,7,55,0,7,50,0,7,47
gap_enum2,174,3,1,21,1,11,2,0,7,55,0,7,50,0,7,47
gap_enum1,175,3,3,6,1,1,2,0,8,59,0,7,49,0,6,45
gap_enum2,175,3,3,6,1,1,2,0,8,59,0,7,49,0,6,45
gap_enum1,175,3,2,13,2,10,2,0,8,59,0,7,49,0,6,45
gap_enum2,175,3,2,13,1,4,2,0,8,59,0,7,49,0,6,45
gap_enum1,175,3,1,21,5,33,3,0,8,59,0,7,49,0,6,45
gap_enum2,175,3,1,21,2,12,2,0,8,59,0,7,49,0,6,45
gap_enum1,176,3,3,5,1,1,2,0,4,47,0,7,45,0,5,44
gap_enum2,176,3,3,5,1,1,2,0,4,47,0,7,45,0,5,44
gap_enum1,176,3,2,12,2,10,2,0,4,47,0,7,45,0,5,44
gap_enum2,176,3,2,12,1,4,2,0,4,47,0,7,45,0,5,44
gap_enum1,176,3,1,16,3,22,3,0,4,47,0,7,45,0,5,44
gap_enum2,176,3,1,16,1,7,2,0,4,47,0,7,45,0,5,44
gap_enum1,177,3,3,9,1,1,2,0,4,57,0,5,51,0,9,46
gap_enum2,177,3,3,9,1,1,2,0,4,57,0,5,51,0,9,46
gap_enum1,177,3,2,14,2,10,2,0,4,57,0,5,51,0,9,46
gap_enum2,177,3,2,14,1,4,2,0,4,57,0,5,51,0,9,46
gap_enum1,177,3,1,18,4,33,3,0,4,57,0,5,51,0,9,46
gap_enum2,177,3,1,18,1,11,2,0,4,57,0,5,51,0,9,46
gap_enum1,178,3,3,6,1,1,2,0,9,57,0,4,47,0,6,45
gap_enum2,178,3,3,6,1,1,2,0,9,57,0,4,47,0,6,45
gap_enum1,178,3,2,10,2,10,2,0,9,57,0,4,47,0,6,45
gap_enum2,178,3,2,10,1,4,2,0,9,57,0,4,47,0,6,45
gap_enum1,178,3,1,19,5,33,3,0,9,57,0,4,47,0,6,45
gap_enum2,178,3,1,19,2,12,2,0,9,57,0,4,47,0,6,45
gap_enum1,179,3,3,6,1,1,2,0,4,58,0,4,52,0,6,51
gap_enum2,179,3,3,6,1,1,2,0,4,58,0,4,52,0,6,51
